"","Date.Local","lax.ozone.Mean","lax.ozone.Max.Value","lax.ozone.Max.Hour","lax.ozone.AQI","lax.nitrogen.Mean","lax.nitrogen.Max.Value","lax.nitrogen.Max.Hour","lax.nitrogen.AQI","lax.pm.Max.Value","lax.pm.Max.Hour","lax.pm.Mean","lax.pm.AQI","lax.temp.Mean","lax.temp.Max.Value","lax.temp.Max.Hour","lax.rh.Mean","lax.rh.Max.Value","lax.rh.Max.Hour"
"641","2008-10-26",0.023235,0.053,10,49,47.26087,63,9,61,26.8,0,26.8,82,67.666667,88,12,53.25,68,23
"642","2008-10-27",0.021294,0.048,10,44,57.956522,99,12,99,22,0,22,72,71.666667,94,12,43.416667,68,0
"643","2008-10-27",0.021294,0.048,10,44,57.956522,99,12,99,22.2,0,22.2,72,71.666667,94,12,43.416667,68,0
"644","2008-10-28",0.009154,0.032,11,30,48.888889,63,18,61,15.3,0,15.3,58,76.208333,100,11,30.416667,54,21
"645","2008-10-29",0.016471,0.035,9,32,49.956522,68,17,66,19.6,0,19.6,67,73.791667,92,13,44.333333,78,22
"646","2008-10-30",0.0178,0.036,9,33,31.444444,55,5,52,17.6,0,17.6,63,70.333333,85,12,53.208333,77,19
"647","2008-10-31",0.002667,0.011,9,10,40.166667,53,17,50,14.7,0,14.7,56,71.333333,85,11,57.791667,76,0
"648","2008-11-01",0.006059,0.013,9,12,28.521739,43,0,41,10.6,0,10.6,44,68.75,76,13,57.458333,69,20
"649","2008-11-02",0.021294,0.03,11,28,12.695652,22,1,21,6.7,0,6.7,28,64.25,74,11,71.958333,80,23
"650","2008-11-02",0.021294,0.03,11,28,12.695652,22,1,21,6.4,0,6.4,27,64.25,74,11,71.958333,80,23
"651","2008-11-03",0.018941,0.027,11,25,19.391304,29,7,27,8.5,0,8.5,35,62.666667,72,12,72.875,83,6
"652","2008-11-04",0.018308,0.022,16,20,17.736842,40,18,38,4.8,0,4.8,20,61.666667,73,11,62.541667,86,5
"653","2008-11-05",0.008353,0.023,8,21,30.347826,46,18,43,8.2,0,8.2,34,62.083333,76,14,46.458333,70,6
"654","2008-11-06",0.008471,0.022,9,20,35.826087,49,18,46,8.6,0,8.6,36,66.25,83,12,30.083333,40,21
"655","2008-11-07",0.005412,0.014,9,13,38.565217,48,10,45,11.1,0,11.1,46,70.375,87,12,36.625,52,5
"656","2008-11-08",0.019647,0.025,10,23,25.086957,41,20,39,7.2,0,7.2,30,69.583333,86,10,43.833333,74,22
"657","2008-11-08",0.019647,0.025,10,23,25.086957,41,20,39,7.7,0,7.7,32,69.583333,86,10,43.833333,74,22
"658","2008-11-09",0.025294,0.035,10,32,5.695652,19,23,18,3.3,0,3.3,14,61.833333,67,15,52.458333,79,1
"659","2008-11-10",0.009824,0.02,8,19,26.26087,41,20,39,8.6,0,8.6,36,59.166667,69,12,61.375,72,23
"660","2008-11-11",0.009647,0.022,9,20,32.26087,45,19,42,13.1,0,13.1,53,59.666667,73,11,63.416667,74,2
"661","2008-11-12",0.005882,0.016,9,15,46.956522,68,13,66,20,0,20,68,64.125,81,11,57.666667,75,2
"662","2008-11-13",0.003118,0.008,8,7,67.347826,98,16,98,32.8,0,32.8,95,67.625,85,13,55.708333,71,4
"663","2008-11-14",0.006176,0.015,9,14,56.26087,71,0,69,19.3,0,19.3,66,72.583333,91,12,45.791667,69,3
"664","2008-11-14",0.006176,0.015,9,14,56.26087,71,0,69,18.6,0,18.6,65,72.583333,91,12,45.791667,69,3
"665","2008-11-15",0.012059,0.029,9,27,43.826087,73,19,71,39.9,0,39.9,112,74.416667,93,12,27.625,58,1
"666","2008-11-16",0.022941,0.057,10,58,41.826087,74,18,72,78.3,0,78.3,163,71.166667,91,12,27.166667,39,2
"667","2008-11-17",0.010647,0.027,9,25,49.652174,78,17,77,26.3,0,26.3,81,71.875,94,12,26.75,42,23
"668","2008-11-18",0.007118,0.018,10,17,50,68,18,66,19.5,0,19.5,67,70.666667,92,12,32.041667,46,3
"669","2008-11-19",0.006412,0.015,10,14,55.391304,110,11,103,20.7,0,20.7,69,68,86,13,42.083333,71,22
"670","2008-11-20",0.004118,0.01,8,9,59.478261,88,12,87,32.9,0,32.9,95,64.75,80,13,54.708333,68,1
"671","2008-11-20",0.004118,0.01,8,9,59.478261,88,12,87,32.4,0,32.4,94,64.75,80,13,54.708333,68,1
"672","2008-11-21",0.005941,0.016,8,15,52.782609,69,17,67,19.5,0,19.5,67,69.625,89,12,39.375,56,0
"673","2008-11-22",0.012294,0.021,11,19,46.347826,74,17,72,34.4,0,34.4,98,66.5,85,12,48.083333,85,22
"674","2008-11-23",0.014529,0.032,10,30,29.782609,48,8,45,50,0,50,137,58.625,69,14,78.666667,88,5
"675","2008-11-24",0.007294,0.014,9,13,33,58,12,55,26.8,0,26.8,82,61,76,12,69.375,85,3
"676","2008-11-25",0.006529,0.01,8,9,29.565217,42,15,40,16.7,0,16.7,61,62,77,13,69.333333,85,23
"677","2008-11-26",0.002706,0.006,8,6,24.782609,31,18,29,7,0,7,29,59.708333,63,14,79,88,2
"678","2008-11-26",0.002706,0.006,8,6,24.782609,31,18,29,7.2,0,7.2,30,59.708333,63,14,79,88,2
"679","2008-11-27",0.012471,0.024,10,22,15.565217,26,21,25,7.7,0,7.7,32,59.666667,71,10,76.333333,86,3
"680","2008-11-28",0.008176,0.019,10,18,18.695652,26,19,25,19.8,0,19.8,67,58.666667,70,12,76.166667,86,23
"681","2008-11-29",0.008353,0.019,10,18,26.782609,45,12,42,30.6,0,30.6,90,59.291667,72,12,75.5,87,23
"682","2008-11-30",0.004765,0.012,8,11,35.478261,61,10,58,33.2,0,33.2,95,61.958333,79,13,70.833333,89,3
"683","2008-12-01",0.001882,0.005,8,5,48.652174,122,11,105,28.3,0,28.3,85,62.583333,80,12,64.916667,88,21
"684","2008-12-02",0.001529,0.003,7,3,42.913043,52,16,49,54.5,0,54.5,148,57.791667,65,14,80.291667,89,0
"685","2008-12-02",0.001529,0.003,7,3,42.913043,52,16,49,53.7,0,53.7,146,57.791667,65,14,80.291667,89,0
"686","2008-12-03",0.004118,0.007,8,6,44,60,11,57,59.9,0,59.9,153,60.041667,71,13,71.708333,82,20
"687","2008-12-05",0.004941,0.013,9,12,38.652174,54,17,51,24.1,0,24.1,76,61.791667,80,14,56.083333,84,1
"688","2008-12-06",0.006412,0.018,8,17,34.086957,45,17,42,8.9,0,8.9,37,63.708333,80,13,41.75,69,22
"689","2008-12-08",0.008941,0.021,10,19,28.826087,40,19,38,18,0,18,63,56.791667,64,12,74.5,86,5
"690","2008-12-14",0.018353,0.029,10,27,19.434783,35,23,33,6,0,6,25,50.708333,58,10,47.791667,69,23
"691","2008-12-20",0.005941,0.016,9,15,30.565217,44,17,42,27.4,0,27.4,83,49.791667,63,14,65.666667,78,4
"692","2008-12-24",0.007353,0.019,23,18,28.391304,34,17,32,9.4,0,9.4,39,50.833333,54,15,68.458333,76,1
"693","2008-12-25",0.016235,0.026,11,24,10.086957,25,23,24,4.7,0,4.7,20,49.75,56,14,76.125,87,8
"694","2008-12-26",0.016588,0.03,8,28,17.304348,32,5,30,6.1,0,6.1,25,46.708333,56,14,48.5,71,5
"695","2008-12-26",0.016588,0.03,8,28,17.304348,32,5,30,6.7,0,6.7,28,46.708333,56,14,48.5,71,5
"696","2008-12-27",0.008941,0.021,9,19,25.304348,37,19,35,9.1,0,9.1,38,48.458333,62,13,43.708333,59,5
"697","2008-12-28",0.007765,0.021,8,19,25.913043,39,17,37,7.2,0,7.2,30,53.458333,70,14,39.75,51,0
"698","2008-12-29",0.003353,0.01,9,9,33.73913,44,17,42,8.2,0,8.2,34,60.166667,79,13,40.541667,54,20
"699","2008-12-30",0.002706,0.008,8,7,38.478261,56,16,53,15.8,0,15.8,59,60.833333,78,12,47.416667,72,23
"700","2008-12-31",0.0015,0.003,8,3,44.782609,67,11,65,40.5,0,40.5,113,54.916667,70,13,68.833333,85,21
"701","2009-01-01",0.003176,0.009,9,8,39.217391,77,12,76,61.6,0,61.6,154,53.541667,72,13,73.166667,87,7
"702","2009-01-01",0.003176,0.009,9,8,39.217391,77,12,76,64.1,0,64.1,155,53.541667,72,13,73.166667,87,7
"703","2009-01-02",0.014353,0.026,22,24,36.173913,46,10,43,53.8,0,53.8,146,49.875,52,14,82.833333,89,5
"704","2009-01-03",0.010294,0.021,9,19,21.347826,35,21,33,30.8,0,30.8,90,54.083333,65,13,71.541667,82,4
"705","2009-01-04",0.010412,0.026,9,24,27.347826,43,19,41,16.9,0,16.9,61,53.583333,65,12,51.166667,80,0
"706","2009-01-05",0.004059,0.011,8,10,37.565217,47,17,44,13.3,0,13.3,54,50.541667,62,12,44.875,68,23
"707","2009-01-06",0.004235,0.011,9,10,37.347826,48,18,45,21.7,0,21.7,71,52.833333,67,14,63.041667,74,22
"708","2009-01-07",0.002176,0.006,9,6,43.782609,62,13,60,30.5,0,30.5,90,56.458333,73,13,61.791667,77,3
"709","2009-01-07",0.002176,0.006,9,6,43.782609,62,13,60,30.8,0,30.8,90,56.458333,73,13,61.791667,77,3
"710","2009-01-08",0.002647,0.006,8,6,40.695652,72,11,70,33.9,0,33.9,97,55.916667,71,12,71.041667,86,22
"711","2009-01-09",0.002471,0.006,8,6,44.913043,57,11,54,40.1,0,40.1,112,58.166667,73,13,65.666667,88,1
"712","2009-01-10",0.005647,0.015,9,14,39.347826,48,17,45,15.7,0,15.7,59,58.208333,76,13,39.708333,65,2
"713","2009-01-11",0.008471,0.023,9,21,34.521739,49,17,46,10.3,0,10.3,43,63.958333,86,13,30.625,50,5
"714","2009-01-12",0.004118,0.01,8,9,45.565217,63,9,61,11.8,0,11.8,49,67.75,89,12,30.541667,47,5
"715","2009-01-13",0.003176,0.008,8,7,42.652174,55,9,52,11.7,0,11.7,49,67.375,87,13,35.25,51,4
"716","2009-01-13",0.003176,0.008,8,7,42.652174,55,9,52,11.5,0,11.5,48,67.375,87,13,35.25,51,4
"717","2009-01-14",0.004118,0.011,9,10,41.043478,50,20,47,9.3,0,9.3,39,67.875,88,12,25.75,44,4
"718","2009-01-15",0.005471,0.013,8,12,39.913043,56,8,53,11.3,0,11.3,47,65.5,86,13,25.666667,41,5
"719","2009-01-16",0.005706,0.014,9,13,38.826087,55,8,52,12.7,0,12.7,52,64.583333,85,13,31.625,50,5
"720","2009-01-17",0.007882,0.02,9,19,33.478261,46,18,43,9,0,9,38,65.291667,85,12,31.25,45,5
"721","2009-01-18",0.012353,0.03,9,28,25.956522,38,18,36,5.9,0,5.9,25,67.583333,83,14,25.791667,43,6
"722","2009-01-19",0.004,0.01,9,9,36.434783,44,17,42,7.4,0,7.4,31,67.75,84,14,26.041667,39,5
"723","2009-01-19",0.004,0.01,9,9,36.434783,44,17,42,7.3,0,7.3,30,67.75,84,14,26.041667,39,5
"724","2009-01-20",0.006176,0.015,8,14,36.363636,50,17,47,9,0,9,38,70.875,87,14,26.25,36,5
"725","2009-01-21",0.002765,0.007,10,6,42.565217,51,18,48,12.9,0,12.9,53,67.916667,77,12,36.791667,52,23
"726","2009-01-22",0.003,0.007,8,6,39.217391,47,1,44,15.5,0,15.5,58,63.75,70,14,53.125,66,9
"727","2009-01-23",0.001765,0.003,7,3,26.434783,37,9,35,11,0,11,46,59.166667,62,0,80.5,87,17
"728","2009-01-24",0.008294,0.015,11,14,16.26087,22,7,21,5.1,0,5.1,21,57.541667,62,13,81.291667,86,6
"729","2009-01-25",0.021176,0.027,10,25,15.521739,25,1,24,7.3,0,7.3,30,56.208333,66,12,70.583333,83,6
"730","2009-01-25",0.021176,0.027,10,25,15.521739,25,1,24,7.5,0,7.5,31,56.208333,66,12,70.583333,83,6
"731","2009-01-26",0.011706,0.024,9,22,18.521739,33,21,31,4.2,0,4.2,18,52.666667,63,13,55.791667,72,7
"732","2009-01-27",0.010647,0.027,10,25,28.782609,49,18,46,7.5,0,7.5,31,54.416667,69,15,40.541667,67,1
"733","2009-01-28",0.006176,0.016,9,15,37.217391,48,19,45,9.1,0,9.1,38,58.083333,77,15,34.416667,52,5
"734","2009-01-29",0.007765,0.019,9,18,38.086957,52,9,49,10.4,0,10.4,43,63.041667,82,12,33.791667,59,5
"735","2009-01-30",0.006059,0.016,10,15,38.391304,54,8,51,11.5,0,11.5,48,63.416667,83,13,32.875,52,3
"736","2009-01-31",0.008765,0.021,10,19,32.956522,44,19,42,9.7,0,9.7,40,63.434783,81,13,34.826087,52,23
"737","2009-01-31",0.008765,0.021,10,19,32.956522,44,19,42,9.8,0,9.8,41,63.434783,81,13,34.826087,52,23
"738","2009-02-01",0.009059,0.022,9,20,31.956522,42,18,40,23.8,0,23.8,76,59.708333,76,11,57.708333,82,7
"739","2009-02-02",0.007588,0.018,9,17,36.173913,46,8,43,9.4,0,9.4,39,64.791667,85,13,32.708333,64,0
"740","2009-02-03",0.006588,0.017,9,16,39.217391,56,17,53,9.3,0,9.3,39,66.583333,86,13,26.791667,44,23
"741","2009-02-04",0.011,0.024,10,22,37.043478,48,19,45,8.3,0,8.3,35,64.75,81,13,26.916667,46,0
"742","2009-02-05",0.014824,0.023,8,21,25.333333,43,0,41,7.1,0,7.1,30,57.541667,64,10,65.875,87,22
"743","2009-02-06",0.022118,0.026,9,24,16.130435,28,7,26,3.8,0,3.8,16,55.5,59,13,83.416667,89,7
"744","2009-02-06",0.022118,0.026,9,24,16.130435,28,7,26,3.7,0,3.7,15,55.5,59,13,83.416667,89,7
"745","2009-02-07",0.020882,0.031,11,29,13.26087,21,20,20,5.7,0,5.7,24,52.75,61,15,73.708333,86,0
"746","2009-02-08",0.025,0.03,12,28,14.652174,22,7,21,8.1,0,8.1,34,53.083333,59,15,74.958333,84,1
"747","2009-02-09",0.024,0.027,17,25,14.869565,34,6,32,3.6,0,3.6,15,49.625,53,0,64.041667,85,6
"748","2009-02-10",0.001556,0.005,15,5,27.125,39,18,37,7.4,0,7.4,31,50.458333,63,12,47.083333,66,23
"749","2009-02-11",0.013545,0.025,13,23,23.666667,34,23,32,12.4,0,12.4,52,50.208333,62,12,62.625,78,23
"750","2009-02-12",0.012071,0.029,10,27,23.210526,38,21,36,6.1,0,6.1,25,51.625,60,11,60.458333,83,5
"751","2009-02-12",0.012071,0.029,10,27,23.210526,38,21,36,6.4,0,6.4,27,51.625,60,11,60.458333,83,5
"752","2009-02-13",0.007,0.014,9,13,28.818182,36,18,34,7.3,0,7.3,30,47.541667,54,12,71.25,80,19
"753","2009-02-14",0.014706,0.03,10,28,20.913043,34,20,32,10.7,0,10.7,45,48.541667,61,13,67.458333,84,3
"754","2009-02-15",0.023588,0.03,10,28,22.086957,35,20,33,13.8,0,13.8,55,50.583333,60,12,63.333333,77,0
"755","2009-02-16",0.017412,0.029,12,27,17.347826,34,21,32,5.3,0,5.3,22,50.583333,57,13,76,85,11
"756","2009-02-17",0.015176,0.027,10,25,22.956522,38,22,36,4.8,0,4.8,20,51.375,58,13,70.708333,84,6
"757","2009-02-18",0.010471,0.026,9,24,27.73913,45,19,42,7.5,0,7.5,31,55.666667,69,14,60.625,78,6
"758","2009-02-18",0.010471,0.026,9,24,27.73913,45,19,42,7.6,0,7.6,32,55.666667,69,14,60.625,78,6
"759","2009-02-19",0.009882,0.024,9,22,35.521739,53,20,50,7.1,0,7.1,30,59.666667,78,14,40.708333,64,0
"760","2009-02-20",0.008529,0.021,10,19,37.391304,50,18,47,7.8,0,7.8,33,61.416667,80,13,39.166667,59,23
"761","2009-02-21",0.004706,0.013,9,12,41.391304,57,18,54,15.9,0,15.9,59,61.125,76,12,47.875,62,4
"762","2009-02-22",0.001882,0.005,7,5,39.521739,46,2,43,19.6,0,19.6,67,63.666667,70,12,55.666667,67,5
"763","2009-02-23",0.002765,0.007,10,6,39.043478,57,18,54,21,0,21,70,64.833333,76,14,61.708333,76,23
"764","2009-02-24",0.011353,0.016,10,15,32.608696,53,11,50,13.5,0,13.5,54,60.583333,73,11,65.666667,83,23
"765","2009-02-24",0.011353,0.016,10,15,32.608696,53,11,50,12.9,0,12.9,53,60.583333,73,11,65.666667,83,23
"766","2009-02-25",0.015176,0.025,12,23,20.608696,34,22,32,10.3,0,10.3,43,57.208333,66,13,68.625,86,1
"767","2009-02-26",0.015471,0.027,12,25,25.217391,38,11,36,14,0,14,55,57.375,68,12,70.791667,83,4
"768","2009-02-27",0.012176,0.024,11,22,29,39,21,37,18.1,0,18.1,64,58.916667,72,13,72.541667,85,4
"769","2009-02-28",0.015588,0.035,10,32,34.608696,58,20,55,11.7,0,11.7,49,66.958333,88,14,46.5,82,0
"770","2009-03-01",0.023529,0.047,10,44,27.521739,44,22,42,8.3,0,8.3,35,69.541667,90,11,37.25,55,0
"771","2009-03-02",0.001471,0.003,7,3,38.565217,48,12,45,11.3,0,11.3,47,64,72,11,51.833333,72,23
"772","2009-03-02",0.001471,0.003,7,3,38.565217,48,12,45,11.7,0,11.7,49,64,72,11,51.833333,72,23
"773","2009-03-03",0.010636,0.02,14,19,25.9,42,20,40,5.6,0,5.6,23,59.916667,69,10,64.75,81,5
"774","2009-03-04",0.011688,0.019,9,18,26.65,34,6,32,6.6,0,6.6,28,52.791667,60,15,77.333333,85,9
"775","2009-03-05",0.012417,0.028,12,26,24.45,33,6,31,6.2,0,6.2,26,53.833333,65,11,63.541667,83,5
"776","2009-03-06",0.014471,0.029,10,27,26,39,20,37,8.7,0,8.7,36,52.916667,65,11,64.041667,76,0
"777","2009-03-07",0.020471,0.037,10,34,20.434783,38,22,36,8.8,0,8.8,37,55.666667,68,13,64.125,78,0
"778","2009-03-08",0.028824,0.043,11,40,20.434783,33,0,31,13.4,0,13.4,54,55.625,67,12,66.875,81,4
"779","2009-03-08",0.028824,0.043,11,40,20.434783,33,0,31,14.3,0,14.3,56,55.625,67,12,66.875,81,4
"780","2009-03-09",0.033118,0.039,9,36,17.782609,31,3,29,8.7,0,8.7,36,56.083333,62,12,66.125,79,6
"781","2009-03-10",0.024294,0.039,12,36,24.285714,47,5,44,12.8,0,12.8,52,56.25,69,13,58.125,75,23
"782","2009-03-11",0.028,0.038,13,35,25.421053,42,0,40,12.7,0,12.7,52,54.041667,63,12,65.125,79,3
"783","2009-03-12",0.026412,0.044,10,41,20.545455,45,5,42,8.4,0,8.4,35,56.666667,64,12,59.916667,71,6
"784","2009-03-13",0.025059,0.035,12,32,31.695652,42,11,40,16.8,0,16.8,61,57,70,12,67.541667,82,22
"785","2009-03-14",0.037588,0.045,12,42,16.130435,23,0,22,24.3,0,24.3,77,57.541667,68,13,69.791667,81,0
"786","2009-03-14",0.037588,0.045,12,42,16.130435,23,0,22,26.1,0,26.1,80,57.541667,68,13,69.791667,81,0
"787","2009-03-15",0.026706,0.046,10,43,16.304348,42,22,40,10.7,0,10.7,45,56.875,67,14,66,77,23
"788","2009-03-16",0.018471,0.036,11,33,33.695652,51,21,48,17.7,0,17.7,63,58.666667,74,12,64.791667,79,0
"789","2009-03-17",0.017235,0.037,10,34,41.086957,54,22,51,18,0,18,63,64.416667,83,11,59.458333,80,3
"790","2009-03-18",0.018412,0.037,11,34,50.695652,75,21,73,21.2,0,21.2,70,69.291667,88,13,52.541667,72,1
"791","2009-03-19",0.034588,0.046,12,43,46.75,62,9,60,53,0,53,144,62.625,79,13,72.541667,88,5
"792","2009-03-20",0.038412,0.047,11,44,33.428571,52,9,49,45.3,0,45.3,125,59.5,71,12,73.083333,83,0
"793","2009-03-20",0.038412,0.047,11,44,33.428571,52,9,49,46.6,0,46.6,128,59.5,71,12,73.083333,83,0
"794","2009-03-21",0.031294,0.036,12,33,16.666667,19,8,18,14.5,0,14.5,56,57.375,63,15,70.666667,79,23
"795","2009-03-22",0.043882,0.046,17,43,8,9,9,8,3.8,0,3.8,16,55.916667,62,13,54.583333,84,5
"796","2009-03-23",0.021,0.04,10,37,29.7,55,20,52,5,0,5,21,58.375,72,14,35.625,46,19
"797","2009-03-24",0.018824,0.041,10,38,38.095238,63,19,61,7.3,0,7.3,30,63,79,12,32,47,23
"798","2009-03-25",0.020294,0.038,12,35,41.857143,58,21,55,10.8,0,10.8,45,63.791667,82,12,37.791667,69,23
"799","2009-03-26",0.018882,0.034,10,31,30.85,46,0,43,16.8,0,16.8,61,60.583333,70,11,67.916667,80,6
"800","2009-03-26",0.018882,0.034,10,31,30.85,46,0,43,18.3,0,18.3,64,60.583333,70,11,67.916667,80,6
"801","2009-03-27",0.033273,0.044,11,41,36.380952,57,21,54,13.1,0,13.1,53,63.875,80,12,54.875,85,6
"802","2009-03-28",0.032941,0.056,11,54,36.45,58,21,55,13.8,0,13.8,55,65.25,82,11,43.416667,65,22
"803","2009-03-29",0.034353,0.044,8,41,10.125,14,6,13,14.3,0,14.3,56,58.458333,66,11,72.083333,83,2
"804","2009-03-30",0.0264,0.041,10,38,24.117647,52,23,49,10.7,0,10.7,45,61.541667,71,13,54.333333,78,3
"805","2009-03-31",0.031706,0.049,12,45,31,47,10,44,13.9,0,13.9,55,61.458333,75,12,54.666667,77,23
"806","2009-04-01",0.024765,0.039,9,36,27.157895,42,5,40,16,0,16,59,60.25,72,12,66.5,79,3
"807","2009-04-02",0.035,0.041,17,38,25.941176,41,0,39,17.8,0,17.8,63,58.625,66,12,71.458333,80,2
"808","2009-04-03",0.025882,0.04,10,37,15.333333,28,22,26,9.2,0,9.2,38,58.5,65,12,66.166667,80,2
"809","2009-04-04",0.032,0.051,10,47,22.571429,53,23,50,12.3,0,12.3,51,60.333333,74,13,51.666667,79,5
"810","2009-04-05",0.027529,0.056,10,54,32.625,57,20,54,9,0,9,38,65.833333,83,13,26.5,53,1
"811","2009-04-06",0.032429,0.044,10,41,34.625,47,5,44,9,0,9,38,67.666667,84,11,32,65,22
"812","2009-04-07",0.028235,0.038,9,35,23.357143,43,0,41,10.6,0,10.6,44,60,70,12,64,82,23
"813","2009-04-07",0.028235,0.038,9,35,23.357143,43,0,41,11,0,11,46,60,70,12,64,82,23
"814","2009-04-08",0.025765,0.04,9,37,14.4,34,6,32,4,0,4,17,57.833333,63,11,66.083333,83,0
"815","2009-04-09",0.033529,0.039,10,36,19.411765,28,0,26,6.7,0,6.7,28,58.333333,70,12,66.333333,80,2
"816","2009-04-10",0.027765,0.042,10,39,18.363636,27,23,25,9.9,0,9.9,41,57.083333,62,13,66.041667,79,23
"817","2009-04-11",0.029412,0.044,10,41,17.6,36,0,34,8.7,0,8.7,36,58.333333,68,12,63.875,81,1
"818","2009-04-12",0.025529,0.047,10,44,21.0625,39,22,37,11.3,0,11.3,47,60.291667,74,11,65.541667,79,5
"819","2009-04-13",0.03,0.042,10,39,33.952381,52,11,49,15.5,0,15.5,58,63.958333,80,11,63.125,81,4
"820","2009-04-13",0.03,0.042,10,39,33.952381,52,11,49,15.5,0,15.5,58,63.958333,80,11,63.125,81,4
"821","2009-04-14",0.033353,0.04,11,37,23.944444,44,0,42,12.9,0,12.9,53,58.708333,69,12,62.458333,82,4
"822","2009-04-15",0.021353,0.039,9,36,18.75,38,22,36,8,0,8,33,54.291667,60,16,45.625,66,23
"823","2009-04-16",0.021471,0.038,10,35,24.45,41,22,39,10.5,0,10.5,44,56.583333,69,11,56.041667,72,3
"824","2009-04-17",0.035091,0.044,10,41,34.333333,54,21,51,11.3,0,11.3,47,62.541667,80,12,50.208333,72,2
"825","2009-04-18",0.0507,0.062,11,74,40.947368,68,21,66,14.8,0,14.8,57,68.625,86,11,41.541667,64,1
"826","2009-04-19",0.030647,0.063,10,77,35.222222,60,20,57,9.8,0,9.8,41,78.541667,98,13,27.25,52,1
"827","2009-04-19",0.030647,0.063,10,77,35.222222,60,20,57,10.3,0,10.3,43,78.541667,98,13,27.25,52,1
"828","2009-04-20",0.034923,0.056,10,54,37.363636,59,19,56,8.7,0,8.7,36,84.875,102,11,19.833333,38,0
"829","2009-04-21",0.038059,0.059,10,64,44.333333,64,11,62,14.5,0,14.5,56,80.25,98,10,32.5,71,22
"830","2009-04-22",0.027765,0.036,9,33,22.785714,46,5,43,19.2,0,19.2,66,65.958333,77,12,67.5,80,6
"831","2009-04-23",0.036,0.04,14,37,19.583333,26,7,25,15,0,15,57,61.166667,70,13,70.666667,77,0
"832","2009-04-24",0.031471,0.033,10,31,17.692308,28,7,26,10.4,0,10.4,43,60.666667,68,10,67.708333,77,5
"833","2009-04-25",0.028059,0.042,10,39,15.333333,28,23,26,9.1,0,9.1,38,60.25,70,10,58.791667,76,1
"834","2009-04-25",0.028059,0.042,10,39,15.333333,28,23,26,9.3,0,9.3,39,60.25,70,10,58.791667,76,1
"835","2009-04-26",0.031882,0.048,10,44,13.466667,29,1,27,11.5,0,11.5,48,59.541667,71,11,62.708333,75,1
"836","2009-04-27",0.035235,0.041,10,38,20.466667,33,1,31,13.7,0,13.7,54,58.541667,70,12,67.083333,76,2
"837","2009-04-28",0.026765,0.043,9,40,21,36,5,34,12.9,0,12.9,53,58.5,67,12,61.25,73,4
"838","2009-04-29",0.024588,0.042,10,39,26.684211,41,23,39,14,0,14,55,58.666667,70,11,62.291667,77,5
"839","2009-04-30",0.035333,0.045,11,42,30.263158,43,10,41,15.7,0,15.7,59,61.666667,73,10,60.25,75,4
"840","2009-05-01",0.020765,0.035,9,32,37.4,46,16,43,14.5,0,14.5,56,65.708333,77,16,59.75,73,2
"841","2009-05-01",0.020765,0.035,9,32,37.4,46,16,43,13.5,0,13.5,54,65.708333,77,16,59.75,73,2
"842","2009-05-02",0.021176,0.026,11,24,14.0625,25,1,24,7.9,0,7.9,33,64.333333,71,12,69.833333,81,23
"843","2009-05-03",0.019765,0.034,10,31,10.583333,16,9,15,9.3,0,9.3,39,65.875,75,11,68.708333,83,2
"844","2009-05-04",0.019214,0.026,11,24,19.6875,35,23,33,7.7,0,7.7,32,67.625,78,12,63.708333,81,2
"845","2009-05-05",0.013462,0.023,9,21,25.26087,36,2,34,8.9,0,8.9,37,67.833333,81,11,64.208333,80,23
"846","2009-05-06",0.012235,0.024,9,22,26.869565,43,18,41,11.2,0,11.2,47,73.166667,86,11,59.583333,83,4
"847","2009-05-07",0.018118,0.034,9,31,33.95,45,18,42,14.9,0,14.9,57,75.75,93,13,53.875,77,4
"848","2009-05-07",0.018118,0.034,9,31,33.95,45,18,42,15.2,0,15.2,58,75.75,93,13,53.875,77,4
"849","2009-05-08",0.024,0.038,9,35,29.571429,45,7,42,18.4,0,18.4,64,71.458333,85,12,61.666667,80,23
"850","2009-05-09",0.036353,0.049,11,45,17.75,24,9,23,21.1,0,21.1,70,65.916667,78,11,72.666667,85,4
"851","2009-05-10",0.042059,0.058,10,61,12.090909,14,9,13,19.3,0,19.3,66,66.041667,77,12,70.541667,83,23
"852","2009-05-11",0.041294,0.054,12,50,24,34,11,32,28.2,0,28.2,85,63.541667,77,11,74.666667,85,0
"853","2009-05-12",0.030647,0.047,10,44,22.5,31,9,29,19.7,0,19.7,67,65.458333,74,11,68.458333,82,2
"854","2009-05-13",0.029706,0.05,11,46,26.8,44,22,42,18.5,0,18.5,64,67.5,77,12,65.875,80,3
"855","2009-05-13",0.029706,0.05,11,46,26.8,44,22,42,19.6,0,19.6,67,67.5,77,12,65.875,80,3
"856","2009-05-14",0.029,0.042,9,39,26.333333,36,7,34,18.1,0,18.1,64,69.083333,81,11,67.5,83,4
"857","2009-05-15",0.029059,0.047,10,44,27.533333,41,8,39,21.3,0,21.3,70,68.958333,81,12,68.791667,82,2
"858","2009-05-16",0.031059,0.05,10,46,22.684211,33,23,31,26,0,26,80,69.125,82,11,69.875,81,4
"859","2009-05-17",0.044294,0.062,10,74,18.285714,29,2,27,26.2,0,26.2,81,69.041667,84,12,72.25,86,5
"860","2009-05-18",0.031471,0.044,10,41,22.705882,42,10,40,15.5,0,15.5,58,68.083333,83,11,71.541667,86,2
