Date.Local,lax.ozone.Mean,lax.ozone.Max.Value,lax.ozone.Max.Hour,lax.ozone.AQI,lax.nitrogen.Mean,lax.nitrogen.Max.Value,lax.nitrogen.Max.Hour,lax.nitrogen.AQI,lax.pm.Max.Value,lax.pm.Max.Hour,lax.pm.Mean,lax.pm.AQI,lax.temp.Mean,lax.temp.Max.Value,lax.temp.Max.Hour,lax.rh.Mean,lax.rh.Max.Value,lax.rh.Max.Hour
1/18/10,0.016235,0.023,10,21,18.608696,43,21,41,8.3,0,8.3,35,55.833333,60,15,84.708333,89,9
1/19/10,0.006529,0.014,9,13,27.391304,39,19,37,8.6,0,8.6,36,51.75,56,15,78.541667,85,23
1/20/10,0.012353,0.018,11,17,25.217391,35,21,33,6.8,0,6.8,28,50.708333,55,11,82.041667,85,0
1/21/10,0.026118,0.032,18,30,18.521739,35,12,33,4.1,0,4.1,17,52.291667,56,15,77.791667,85,12
1/22/10,0.007294,0.015,7,14,28.782609,42,18,40,4.5,0,4.5,19,48.041667,51,0,78.375,81,3
1/23/10,0.013765,0.03,10,28,22.434783,35,19,33,9.4,0,9.4,39,49.708333,62,13,69.666667,84,3
1/24/10,0.016176,0.033,11,31,21.217391,38,21,36,11.4,0,11.4,48,52.791667,66,12,64.666667,81,2
1/25/10,0.008353,0.019,9,18,32.304348,44,17,42,13.2,0,13.2,53,54.916667,70,12,60.666667,78,4
1/26/10,0.007235,0.01,15,9,33.130435,43,10,41,15.3,0,15.3,58,53.208333,63,10,71.125,79,4
1/26/10,0.007235,0.01,15,9,33.130435,43,10,41,15.7,0,15.7,59,53.208333,63,10,71.125,79,4
1/27/10,0.009235,0.021,9,19,29.478261,43,20,41,8.3,0,8.3,35,59.083333,70,11,64.666667,76,0
1/28/10,0.011824,0.025,10,23,32.956522,46,8,43,10.1,0,10.1,42,58.458333,71,12,58.541667,76,0
1/29/10,0.007059,0.015,11,14,37.26087,46,13,43,17.5,0,17.5,62,56.666667,71,12,64.791667,82,23
1/30/10,0.014824,0.031,10,29,26.782609,38,20,36,22.3,0,22.3,72,54.416667,66,12,73.916667,84,6
1/31/10,0.012706,0.027,10,25,27.173913,42,19,40,27.1,0,27.1,83,54.791667,68,12,71.708333,85,3
2/1/10,0.008588,0.017,10,16,38.086957,46,13,43,31.3,0,31.3,91,56.583333,70,12,69.541667,82,2
2/1/10,0.008588,0.017,10,16,38.086957,46,13,43,30.4,0,30.4,89,56.583333,70,12,69.541667,82,2
2/2/10,0.009294,0.019,11,18,38.73913,50,19,47,NA,NA,NA,NA,57.208333,68,12,73.041667,85,5
2/3/10,0.016765,0.025,10,23,33.043478,45,11,42,16.6,0,16.6,60,57.541667,71,13,67.375,82,3
2/4/10,0.014706,0.027,10,25,24.571429,37,21,35,13.9,0,13.9,55,57.375,63,12,71.833333,80,0
2/5/10,0.017167,0.02,22,19,25.833333,37,0,35,8.8,0,8.8,37,53.708333,55,0,83,88,23
2/6/10,0.017765,0.031,11,29,12.869565,30,23,28,2.7,0,2.7,11,55.5,60,13,80.875,89,4
2/7/10,0.018765,0.036,10,33,16.478261,34,21,32,5.4,0,5.4,23,54.25,64,13,63.333333,85,4
2/7/10,0.018765,0.036,10,33,16.478261,34,21,32,5.4,0,5.4,23,54.25,64,13,63.333333,85,4
2/8/10,0.012176,0.025,10,23,25.304348,38,20,36,9.3,0,9.3,39,53.958333,66,11,69.083333,81,22
2/9/10,0.009,0.018,11,17,28.869565,37,9,35,NA,NA,NA,NA,49.416667,56,11,78.625,82,1
2/10/10,0.007765,0.021,9,19,31.913043,49,17,46,9.7,0,9.7,40,51.666667,66,13,66.083333,83,5
2/11/10,0.013059,0.024,9,22,28,38,22,36,10.7,0,10.7,45,55.083333,67,14,69.25,83,23
2/12/10,0.009647,0.023,10,21,31.652174,47,19,44,22.2,0,22.2,72,56.791667,70,13,73,84,1
2/13/10,0.012235,0.03,10,28,30.869565,48,18,45,12.7,0,12.7,52,60.875,81,12,59.25,83,1
2/13/10,0.012235,0.03,10,28,30.869565,48,18,45,13.4,0,13.4,54,60.875,81,12,59.25,83,1
2/14/10,0.016176,0.038,10,35,29.73913,52,18,49,10,0,10,42,65.416667,85,12,45.041667,65,0
2/15/10,0.014353,0.035,10,32,36.956522,56,20,53,10.3,0,10.3,43,66.625,85,12,40.625,62,23
2/16/10,0.011118,0.027,10,25,41.652174,63,18,61,11.7,0,11.7,49,67,86,14,41.75,62,0
2/17/10,0.006545,0.021,13,19,45.705882,67,19,65,17.3,0,17.3,62,65.083333,82,11,49.833333,72,23
2/18/10,0.026706,0.029,11,27,36.347826,56,11,53,37.5,0,37.5,106,59.541667,73,12,73.833333,88,6
2/19/10,0.024588,0.029,10,27,20.73913,37,7,35,12,0,12,50,56.5,61,12,69.583333,80,0
2/20/10,0.030824,0.038,10,35,12.478261,29,6,27,NA,NA,NA,NA,56.708333,64,14,70.166667,82,5
2/21/10,0.028471,0.032,10,30,10.086957,21,5,20,NA,NA,NA,NA,57.666667,63,11,72.041667,83,23
2/22/10,0.016529,0.036,10,33,20.782609,46,19,43,NA,NA,NA,NA,59.583333,70,13,51.375,84,0
2/23/10,0.014059,0.028,10,26,31.652174,44,21,42,9,0,9,38,56.5,70,12,40.666667,58,3
2/24/10,0.008412,0.017,10,16,34.347826,46,10,43,11.7,0,11.7,49,55.75,65,12,62.291667,86,21
2/25/10,0.010471,0.023,11,21,27.913043,36,19,34,11.9,0,11.9,50,60.166667,73,12,70.791667,86,3
2/25/10,0.010471,0.023,11,21,27.913043,36,19,34,12.2,0,12.2,51,60.166667,73,12,70.791667,86,3
2/26/10,0.017765,0.027,22,25,30.695652,45,17,42,10.7,0,10.7,45,62.833333,75,12,57.541667,78,23
2/27/10,0.016235,0.035,8,32,13.73913,30,18,28,5.9,0,5.9,25,55.291667,61,12,78.25,86,6
2/28/10,0.016412,0.034,10,31,18.565217,31,20,29,6.8,0,6.8,28,56.291667,69,13,68.958333,84,3
3/1/10,0.018176,0.031,12,29,22.956522,32,23,30,10.6,0,10.6,44,58.875,76,13,70.333333,83,4
3/2/10,0.027765,0.035,11,32,17.782609,30,0,28,6,0,6,25,59,68,12,69.333333,83,1
3/3/10,0.030941,0.035,13,32,13.347826,31,7,29,4.1,0,4.1,17,57.875,66,11,67.333333,82,6
3/3/10,0.030941,0.035,13,32,13.347826,31,7,29,4,0,4,17,57.875,66,11,67.333333,82,6
3/4/10,0.022176,0.04,9,37,17.304348,42,21,40,4,0,4,17,55.416667,66,12,62.041667,81,6
3/5/10,0.031833,0.035,11,32,26.058824,36,0,34,7.4,0,7.4,31,56.444444,69,12,58.777778,76,5
3/7/10,0.0178,0.038,9,35,15.384615,30,23,28,5.5,0,5.5,23,61.153846,66,11,60.615385,78,23
3/8/10,0.027941,0.033,13,31,15.826087,28,5,26,9.2,0,9.2,38,56.916667,64,10,70.916667,82,1
3/9/10,0.035118,0.038,9,35,8.521739,35,0,33,3.5,0,3.5,15,53.375,61,13,44.833333,75,1
3/9/10,0.035118,0.038,9,35,8.521739,35,0,33,3.2,0,3.2,13,53.375,61,13,44.833333,75,1
3/10/10,0.029412,0.042,13,39,12.173913,36,5,34,4.5,0,4.5,19,55.458333,64,13,41.541667,58,6
3/11/10,0.010545,0.03,13,28,32.111111,48,20,45,7.1,0,7.1,30,56.875,70,13,43.541667,64,6
3/12/10,0.021647,0.041,9,38,30.571429,45,21,42,8.8,0,8.8,37,58.375,73,11,50.458333,70,23
3/13/10,0.016824,0.032,10,30,24.086957,41,1,39,9.8,0,9.8,41,56.791667,68,13,65.5,76,6
3/14/10,0.021059,0.044,11,41,21.826087,46,20,43,8.9,0,8.9,37,58.708333,71,12,53.958333,81,4
3/15/10,0.017235,0.039,10,36,37.347826,60,19,57,9.1,0,9.1,38,66.166667,84,13,35.958333,63,5
3/15/10,0.017235,0.039,10,36,37.347826,60,19,57,9.2,0,9.2,38,66.166667,84,13,35.958333,63,5
3/16/10,0.009273,0.028,13,26,43.611111,60,19,57,8.8,0,8.8,37,71.083333,89,14,33.625,50,1
3/17/10,0.025,0.049,10,45,37.521739,58,23,55,7.8,0,7.8,33,72.625,88,11,30.5,49,5
3/18/10,0.031882,0.043,10,40,33.565217,57,8,54,13.2,0,13.2,53,65.25,79,11,56.625,78,19
3/19/10,0.013941,0.03,8,28,37.782609,61,19,58,16.7,0,16.7,61,64.083333,76,11,64.083333,83,6
3/20/10,0.021353,0.046,10,43,38.521739,64,23,62,18,0,18,63,65.958333,84,13,58.916667,83,4
3/21/10,0.022765,0.048,11,44,40.869565,55,21,52,17,0,17,61,65.291667,83,12,55.666667,78,3
3/21/10,0.022765,0.048,11,44,40.869565,55,21,52,17.5,0,17.5,62,65.291667,83,12,55.666667,78,3
3/22/10,0.021824,0.028,10,26,35.521739,55,9,52,16,0,16,59,61.416667,74,10,63.541667,78,20
3/23/10,0.018412,0.04,10,37,30.043478,55,20,52,13,0,13,53,62.666667,73,12,64.041667,78,1
3/24/10,0.022941,0.036,10,33,31.130435,44,0,42,15.7,0,15.7,59,61.791667,78,12,67.125,82,23
3/25/10,0.022176,0.039,10,36,21.521739,40,21,38,15.3,0,15.3,58,58.333333,68,11,68.75,84,1
3/26/10,0.017882,0.034,10,31,31.173913,50,22,47,7.9,0,7.9,33,61.833333,74,12,55.75,82,3
3/27/10,0.022412,0.047,10,44,32.695652,60,19,57,9.4,0,9.4,39,67.75,85,14,37.791667,70,5
3/27/10,0.022412,0.047,10,44,32.695652,60,19,57,8.9,0,8.9,37,67.75,85,14,37.791667,70,5
3/28/10,0.035118,0.055,10,51,23.086957,45,0,42,6.6,0,6.6,28,69.291667,86,13,23.25,43,1
3/29/10,0.024941,0.039,10,36,29.869565,49,7,46,8.6,0,8.6,36,66.375,83,11,41.583333,77,23
3/30/10,0.029412,0.034,19,31,16.652174,30,6,28,8.7,0,8.7,36,59.458333,68,13,72.25,82,2
3/31/10,0.034941,0.041,12,38,13,32,6,30,6.5,0,6.5,27,57.208333,65,12,60.708333,74,0
4/1/10,0.024471,0.043,10,40,18.904348,41.7,22,39,4.3,0,4.3,18,55.166667,64,12,56.958333,69,6
4/2/10,0.025471,0.042,11,39,24.486957,41.7,23,39,7.2,0,7.2,30,57.445833,68.3,12,58.208333,72,23
4/2/10,0.025471,0.042,11,39,24.486957,41.7,23,39,4.7,0,4.7,20,57.445833,68.3,12,58.208333,72,23
4/3/10,0.029412,0.042,10,39,20.286957,39.1,1,37,8.5,0,8.5,35,57.858333,71.4,12,63.625,76,0
4/4/10,0.036765,0.045,9,42,9.704545,24.8,1,23,7.7,0,7.7,32,56.933333,63.9,12,64.5,81,23
4/5/10,0.030588,0.039,9,36,12.1,30.7,6,28,4.3,0,4.3,18,57.25,62.3,11,65.5,87,5
4/6/10,0.019176,0.038,10,35,30.068182,49.1,19,46,7.3,0,7.3,30,59.841667,74.8,12,52.083333,75,4
4/7/10,0.021,0.045,10,42,37.03913,57.2,20,54,7.5,0,7.5,31,67.6875,83.4,11,35.625,58,0
4/8/10,0.030786,0.046,10,43,31.465217,54,21,51,8.1,0,8.1,34,68.4625,85.3,11,35.625,57,23
4/9/10,0.035176,0.039,9,36,25.777273,45.9,0,42,14.1,0,14.1,55,63.425,75.9,12,60.458333,76,19
4/10/10,0.034529,0.047,11,44,11.191304,32.2,23,30,14.2,0,14.2,55,59.004167,67.7,12,60.375,70,0
4/11/10,0.039176,0.045,9,42,9.734783,31.1,0,29,12.3,0,12.3,51,57.745833,62,14,64.25,83,23
4/12/10,0.031765,0.044,10,41,11.986957,41.3,5,39,7.4,0,7.4,31,56.433333,63.8,10,66.375,86,3
4/13/10,0.031385,0.04,10,37,19.081818,36,23,34,10.4,0,10.4,43,57.275,70.1,12,61.916667,77,3
4/14/10,0.031231,0.042,11,39,23.543478,38.1,22,36,10.2,0,10.2,43,59.545833,72,11,64.625,79,2
4/14/10,0.031231,0.042,11,39,23.543478,38.1,22,36,10.4,0,10.4,43,59.545833,72,11,64.625,79,2
4/15/10,0.029824,0.044,12,41,24.445455,45.8,10,42,10.6,0,10.6,44,61.6375,73.8,10,62.041667,79,3
4/16/10,0.033167,0.042,10,39,22.882609,37.2,6,35,9.8,0,9.8,41,61.254167,73.6,11,66.416667,84,4
4/17/10,0.037583,0.05,11,46,28.386364,46.4,22,43,13.5,0,13.5,54,64.291667,78.9,12,62.333333,80,4
4/18/10,0.036,0.056,9,54,19.617391,40.7,0,38,16.5,0,16.5,60,63.425,81,13,68,84,5
4/19/10,0.026882,0.045,10,42,23.065217,40.2,6,38,13.5,0,13.5,54,64.2875,75.7,11,65.25,80,5
4/20/10,0.031059,0.036,14,33,17.113636,33.2,5,31,6.2,0,6.2,26,57.945833,68.6,10,71.833333,84,14
4/21/10,0.030059,0.037,7,34,9.504545,36.3,5,34,4.4,0,4.4,18,54.008333,60.9,14,57.833333,72,5
4/21/10,0.030059,0.037,7,34,9.504545,36.3,5,34,4.7,0,4.7,20,54.008333,60.9,14,57.833333,72,5
4/22/10,0.0214,0.026,9,24,24.304545,43.4,21,41,5.1,0,5.1,21,54.1625,62.7,16,60.25,79,3
4/23/10,0.023,0.033,10,31,21.818182,34.8,0,32,8.2,0,8.2,34,57.525,69.1,11,64.166667,79,23
4/24/10,0.029353,0.046,11,43,16.704545,37.1,23,35,12.9,0,12.9,53,61.208333,73.7,11,66.666667,81,2
4/25/10,0.037235,0.054,10,50,23.036364,37,0,35,18.5,0,18.5,64,62.220833,77,11,70.208333,84,23
4/26/10,0.036824,0.05,11,46,21.7,41.3,9,39,26.9,0,26.9,82,61.270833,75.5,10,75.375,88,6
4/26/10,0.036824,0.05,11,46,21.7,41.3,9,39,28,0,28,84,61.270833,75.5,10,75.375,88,6
4/27/10,0.029706,0.043,10,40,20.772727,36.9,8,34,22.2,0,22.2,72,60.6125,69.7,13,74.375,82,0
4/28/10,0.031706,0.039,9,36,13.15,21.4,6,20,5.5,0,5.5,23,60.508333,66.2,10,64.916667,87,3
4/29/10,0.039941,0.045,9,42,7.436364,19.3,0,18,3.2,0,3.2,13,59.7875,66.7,13,36.375,66,0
4/30/10,0.027235,0.038,12,35,17.672727,49.3,5,46,4.8,0,4.8,20,64.191667,73.4,11,34.208333,57,23
5/1/10,0.030471,0.039,11,36,20.004545,35.8,0,33,9.3,0,9.3,39,63.075,73.8,10,55.208333,75,23
5/2/10,0.031923,0.041,9,38,11.877273,39.8,22,37,10.3,0,10.3,43,62.770833,73.6,11,64.708333,76,1
5/2/10,0.031923,0.041,9,38,11.877273,39.8,22,37,11.5,0,11.5,48,62.770833,73.6,11,64.708333,76,1
5/3/10,0.036,0.049,10,45,25.931818,39.7,23,37,11.8,0,11.8,49,68.366667,84.8,11,58.041667,78,22
5/4/10,0.026294,0.047,10,44,32.954545,49.4,9,46,12.8,0,12.8,52,68.375,80.7,11,59.708333,79,0
5/5/10,0.036176,0.046,11,43,24.431818,36.4,2,34,14.5,0,14.5,56,65.670833,76.6,11,65.125,83,5
5/6/10,0.028941,0.049,11,45,24.177273,53.9,23,50,NA,NA,NA,NA,65.620833,77.7,12,60.708333,78,2
5/7/10,0.032588,0.057,10,58,31.704167,52.3,0,49,NA,NA,NA,NA,67.533333,80.4,10,54.125,75,5
5/8/10,0.033412,0.054,9,50,21.218182,44.3,7,42,12.2,0,12.2,51,66.658333,80.2,10,55.916667,73,4
5/9/10,0.026471,0.037,10,34,14.036364,29.3,0,27,9,0,9,38,60.179167,66.3,12,65.916667,75,4
5/10/10,0.025412,0.038,8,35,14.781818,30.9,5,28,7.1,0,7.1,30,59.1375,68.3,10,64.833333,77,4
5/11/10,0.024588,0.042,7,39,16.813636,36.9,5,34,6.5,0,6.5,27,59.645833,67.6,15,54.375,75,0
5/12/10,0.022471,0.036,10,33,25.652174,36.4,22,34,11.3,0,11.3,47,63.5875,76.4,11,58.125,77,3
5/13/10,0.023235,0.037,10,34,27.765217,47.3,7,44,NA,NA,NA,NA,66.1625,77.8,11,59.458333,78,4
5/14/10,0.029,0.037,11,34,22.047826,44,0,42,18.3,0,18.3,64,63.4375,74.9,11,68.958333,81,3
5/15/10,0.035412,0.047,10,44,17.443478,30,0,28,22.4,0,22.4,73,62.991667,76.6,11,71.083333,81,21
5/16/10,0.047235,0.057,10,58,10.986957,14.8,10,13,23.3,0,23.3,75,62.329167,74.2,12,74.083333,83,2
5/17/10,0.027824,0.03,18,28,16.969565,31.2,7,29,11.5,0,11.5,48,58.883333,64.4,14,75.791667,82,2
5/18/10,0.013353,0.022,9,20,17.927273,34.5,7,32,7.6,0,7.6,32,60.85,71.3,13,75.333333,85,23
5/19/10,0.018353,0.032,11,30,25.447826,42.7,22,40,13.2,0,13.2,53,63.629167,75.9,11,72.625,85,0
5/20/10,0.021176,0.035,10,32,24.826087,37.2,22,35,11.5,0,11.5,48,67.720833,78.9,14,64.625,84,4
5/21/10,0.028471,0.042,10,39,16.504348,36.7,1,34,NA,NA,NA,NA,63.383333,73.4,12,65.25,80,4
5/22/10,0.033294,0.043,10,40,14.891304,31,3,29,10.2,0,10.2,43,61.395833,71.1,10,57.416667,74,4
5/23/10,0.029412,0.041,8,38,8.278261,22.6,20,21,7,0,7,29,58.629167,65.4,14,54.625,70,23
5/24/10,0.021294,0.038,11,35,15.952174,36,23,34,9.5,0,9.5,40,60.391667,69.5,11,61.458333,75,2
5/25/10,0.023176,0.035,10,32,19.895455,36.7,0,34,7.3,0,7.3,30,61.108333,72.9,11,64.041667,79,22
5/26/10,0.028471,0.035,10,32,14.452174,27.5,0,25,5.8,0,5.8,24,62.116667,70.9,12,68.208333,81,23
5/27/10,0.024941,0.029,12,27,16.956522,30.3,7,28,5.7,0,5.7,24,61.633333,67.5,11,66.958333,78,0
5/28/10,0.017471,0.034,10,31,20.947826,40.6,21,38,6.4,0,6.4,27,62.075,71.3,10,59.958333,76,4
5/28/10,0.017471,0.034,10,31,20.947826,40.6,21,38,7,0,7,29,62.075,71.3,10,59.958333,76,4
5/29/10,0.034824,0.051,10,47,23.734783,46.6,21,43,8.4,0,8.4,35,70.045833,83.3,11,48.458333,72,4
5/30/10,0.043235,0.063,10,77,17.156522,28.8,5,26,10.5,0,10.5,44,70.616667,85.5,11,58.291667,80,23
5/31/10,0.036059,0.052,9,48,9.65,15.2,22,14,11.3,0,11.3,47,66.745833,80.3,11,67.083333,81,1
6/1/10,0.033588,0.044,10,41,16.068182,27.9,8,25,13.7,0,13.7,54,64.6,74,11,67.833333,78,0
6/1/10,0.033588,0.044,10,41,16.068182,27.9,8,25,13.9,0,13.9,55,64.6,74,11,67.833333,78,0
6/2/10,0.032353,0.046,12,43,17.33913,28.9,23,26,16,0,16,59,65.766667,76.5,11,66.125,76,0
6/3/10,0.029294,0.044,10,41,28.781818,39.8,8,37,22.6,0,22.6,73,66.333333,78.9,13,70.791667,82,4
6/4/10,0.029588,0.048,10,44,27.895652,41.8,22,39,20,0,20,68,69.258333,80.6,12,69.583333,84,4
6/5/10,0.040647,0.065,11,84,21.678261,31,0,29,25.6,0,25.6,79,70.379167,84.9,12,70.375,83,2
6/6/10,0.036235,0.052,10,48,15.122727,21.6,9,20,19.2,0,19.2,66,70.6125,83.1,11,70.25,81,0
6/7/10,0.025353,0.036,11,33,19.7,33.6,8,31,16.4,0,16.4,60,68.96087,80.1,12,72.521739,82,2
6/7/10,0.025353,0.036,11,33,19.7,33.6,8,31,15.5,0,15.5,58,68.96087,80.1,12,72.521739,82,2
6/8/10,0.024235,0.031,12,29,20.05,34.6,8,32,NA,NA,NA,NA,67.229167,77.2,14,73.666667,83,4
6/9/10,0.031471,0.043,11,40,17.240909,28,21,26,10,0,10,42,67.1125,75.9,10,70,80,1
6/10/10,0.035,0.041,11,38,15.121739,24.6,6,23,9.3,0,9.3,39,67.208333,74.7,12,67.541667,78,2
6/11/10,0.032824,0.038,10,35,13.573913,23.1,8,22,11.6,0,11.6,48,64.566667,70.6,13,68.958333,77,4
6/12/10,0.029,0.041,9,38,12.669565,26.6,21,25,12.8,0,12.8,52,65.4,73.9,13,69,78,1
6/13/10,0.031294,0.046,10,43,10.904348,19.2,0,18,13.2,0,13.2,53,66.004167,76.6,11,72.75,82,22
6/13/10,0.031294,0.046,10,43,10.904348,19.2,0,18,13.3,0,13.3,54,66.004167,76.6,11,72.75,82,22
6/14/10,0.025882,0.049,10,45,21.834783,35.7,9,33,13,0,13,53,69.054167,81.6,12,70.375,84,2
6/15/10,0.020941,0.027,10,25,23.225,35.5,2,33,NA,NA,NA,NA,69.7,82.8,11,68.958333,83,4
6/16/10,0.025412,0.036,11,33,15.35,29.3,23,27,NA,NA,NA,NA,66.379167,78.7,12,66.708333,79,0
6/17/10,0.031353,0.05,10,46,23.791304,40.4,9,38,16,0,16,59,67.545833,79.7,11,68.166667,80,3
6/18/10,0.030706,0.046,11,43,18.656522,31.3,0,29,14.3,0,14.3,56,67.458333,78.2,12,67.708333,83,2
6/19/10,0.026529,0.045,10,42,15.226087,25.3,3,24,11.4,0,11.4,48,66.683333,79.3,12,64.958333,79,3
6/19/10,0.026529,0.045,10,42,15.226087,25.3,3,24,12,0,12,50,66.683333,79.3,12,64.958333,79,3
6/20/10,0.031471,0.052,10,48,13.359091,24.9,2,23,11.2,0,11.2,47,67.733333,80.7,11,64.416667,79,4
6/21/10,0.030471,0.037,11,34,15.591304,29.2,5,27,11.5,0,11.5,48,65.904167,74.6,11,67,78,23
6/22/10,0.031647,0.044,10,41,17.609091,33.4,8,31,12.9,0,12.9,53,66.770833,79.6,12,69.083333,82,23
6/23/10,0.032353,0.046,10,43,20.778261,37.7,8,35,13.7,0,13.7,54,66.421739,80.1,11,71.608696,84,2
6/24/10,0.026412,0.047,11,44,23.526087,44.4,9,42,13.8,0,13.8,55,68.333333,82.7,11,68.833333,83,0
6/25/10,0.027471,0.048,10,44,20.652174,34.3,8,32,12.8,0,12.8,52,68.791667,81.1,13,68.125,83,3
6/25/10,0.027471,0.048,10,44,20.652174,34.3,8,32,13.7,0,13.7,54,68.791667,81.1,13,68.125,83,3
6/26/10,0.028294,0.038,10,35,12.426087,21.4,0,20,9.4,0,9.4,39,67.041667,76.4,12,69.75,79,23
6/27/10,0.033941,0.049,11,45,13.473913,17.5,21,16,16,0,16,59,68.9625,80.5,11,69.833333,81,1
6/28/10,0.026235,0.035,12,32,19.356522,29.3,6,27,16.8,0,16.8,61,67.141667,79.3,13,72.541667,79,2
6/29/10,0.030412,0.037,12,34,17.404545,30.8,8,28,11.3,0,11.3,47,65.275,73.1,14,76.791667,84,5
6/30/10,0.024588,0.04,10,37,19.277273,31.4,8,29,0,0,0,0,68.104167,79.9,11,73.458333,82,0
7/1/10,0.022176,0.043,9,40,27.727273,45.6,8,42,19.8,0,19.8,67,70.016667,79,10,68.625,84,3
7/1/10,0.022176,0.043,9,40,27.727273,45.6,8,42,22.4,0,22.4,73,70.016667,79,10,68.625,84,3
7/2/10,0.027118,0.046,10,43,24.756522,34.8,7,32,14.2,0,14.2,55,69.470833,79.6,11,67,80,4
7/3/10,0.028647,0.044,9,41,13.056522,21.2,21,20,11.8,0,11.8,49,67.191667,79.3,13,68.541667,79,1
7/4/10,0.034941,0.043,10,40,7.495652,11.5,0,10,13.8,0,13.8,55,66.195833,77.2,12,69.416667,80,21
7/5/10,0.039294,0.043,12,40,8.626087,16,8,15,13.4,0,13.4,54,65.879167,76.2,14,73.458333,80,2
7/6/10,0.033882,0.039,12,36,11.681818,23.5,8,22,6.9,0,6.9,29,63.625,73.4,14,76.833333,86,7
7/7/10,0.034706,0.04,12,37,12.517391,27.4,9,25,8.4,0,8.4,35,63.979167,72.1,12,74.583333,81,4
7/7/10,0.034706,0.04,12,37,12.517391,27.4,9,25,8.9,0,8.9,37,63.979167,72.1,12,74.583333,81,4
7/8/10,0.027706,0.035,12,32,14.075,27.7,7,25,12.2,0,12.2,51,63.65,71.2,13,75.25,80,2
7/9/10,0.024588,0.038,10,35,21.645455,38.8,9,36,NA,NA,NA,NA,66.416667,77.3,11,72.833333,83,4
7/10/10,0.034471,0.052,10,48,20.295455,29.3,11,27,19.6,0,19.6,67,68.679167,81.1,12,71.833333,82,3
7/11/10,0.039353,0.052,11,48,11.227273,19.6,2,18,13.2,0,13.2,53,68.2,80.6,13,73.708333,82,6
7/12/10,0.021118,0.036,10,33,16.163636,32.2,22,30,8.9,0,8.9,37,68.166667,78.4,12,70.125,82,0
7/13/10,0.014824,0.032,10,30,29.717391,59,10,56,11.2,0,11.2,47,75.525,89.3,11,55.833333,76,4
7/13/10,0.014824,0.032,10,30,29.717391,59,10,56,11.6,0,11.6,48,75.525,89.3,11,55.833333,76,4
7/14/10,0.018882,0.043,10,40,33.195652,48.5,9,45,NA,NA,NA,NA,80.595833,94.2,11,49.375,68,4
7/15/10,0.026882,0.044,10,41,32.681818,46.7,8,43,13.2,0,13.2,53,82.395833,96,11,49.041667,68,4
7/16/10,0.029412,0.063,11,77,36.040909,57.5,9,54,16.5,0,16.5,60,81.795833,97.4,11,51.875,66,23
7/17/10,0.027059,0.049,10,45,28.240909,51.3,8,48,15.2,0,15.2,58,79.983333,94.6,12,53.333333,67,5
7/18/10,0.026,0.046,9,43,19.745455,28.5,2,26,14.5,0,14.5,56,76.904167,88.6,13,60.416667,77,23
7/19/10,0.018941,0.032,10,30,19.531818,30.9,9,28,13.7,0,13.7,54,74.033333,85.3,11,66.541667,81,1
7/19/10,0.018941,0.032,10,30,19.531818,30.9,9,28,14.5,0,14.5,56,74.033333,85.3,11,66.541667,81,1
7/20/10,0.026,0.035,12,32,19.104545,29.4,9,27,16.1,0,16.1,59,70.995833,81.8,13,70,81,21
7/21/10,0.021647,0.031,11,29,19.081818,28.7,9,26,NA,NA,NA,NA,69.266667,80,14,72.166667,80,0
7/22/10,0.027636,0.034,15,31,19.889474,29.1,8,27,NA,NA,NA,NA,69.6375,79.9,14,69.583333,80,22
7/23/10,0.026143,0.04,10,37,17.5,25.7,7,24,9.4,0,9.4,39,68.558333,77.9,13,70.041667,81,3
7/24/10,0.026,0.043,10,40,15.331818,29.6,9,27,9.5,0,9.5,40,68.0125,80.4,11,69.958333,85,4
7/25/10,0.031765,0.045,10,42,12.195455,26.9,1,25,11,0,11,46,67.929167,80.7,13,71.25,83,3
7/25/10,0.031765,0.045,10,42,12.195455,26.9,1,25,10.7,0,10.7,45,67.929167,80.7,13,71.25,83,3
7/26/10,0.031,0.038,13,35,16.772727,28.4,7,26,14.3,0,14.3,56,65.854167,78,13,73.125,82,0
7/27/10,0.024118,0.037,11,34,18.213636,33.4,8,31,12.8,0,12.8,52,64.833333,74.9,12,71.375,81,0
7/28/10,0.023,0.034,10,31,17.713636,32,5,30,7.8,0,7.8,33,66.279167,77,11,66.5,77,2
7/29/10,0.026353,0.039,10,36,17.822727,33.1,5,31,7.7,0,7.7,32,67.4125,78.7,11,65.833333,80,4
7/30/10,0.027412,0.043,10,40,22.06087,29.6,2,27,10.7,0,10.7,45,67.933333,77.6,13,68.041667,80,4
7/31/10,0.036294,0.05,11,46,17.259091,25.4,2,24,16.2,0,16.2,60,68.054167,82.2,13,71.333333,81,1
7/31/10,0.036294,0.05,11,46,17.259091,25.4,2,24,17.4,0,17.4,62,68.054167,82.2,13,71.333333,81,1
8/1/10,0.028,0.051,10,47,19.568182,31.4,21,29,15.6,0,15.6,58,69.225,80.9,10,68.25,82,0
8/2/10,0.019294,0.042,10,39,27.647826,39.7,7,37,11.3,0,11.3,47,68.5875,82.6,12,68.333333,87,5
8/3/10,0.016706,0.036,10,33,33.568182,55.2,9,52,13.3,0,13.3,54,71.225,86.9,11,63.291667,80,1
8/4/10,0.024353,0.037,10,34,25.56087,35.6,5,33,16.1,0,16.1,59,68.3125,81.9,11,69.625,83,5
