Date.Local,dal.ozone.Mean,dal.ozone.Max.Value,dal.ozone.Max.Hour,dal.ozone.AQI,dal.nitrogen.Mean,dal.nitrogen.Max.Value,dal.nitrogen.Max.Hour,dal.nitrogen.AQI,dal.pm.Max.Value,dal.pm.Max.Hour,dal.pm.Mean,dal.pm.AQI,dal.temp.Mean,dal.temp.Max.Value,dal.temp.Max.Hour,dal.rh.Mean,dal.rh.Max.Value,dal.rh.Max.Hour
4/27/10,0.023615,0.045,12,42,14.516667,37,23,35,3.6,0,3.6,15,61.875,70,15,41.708333,64,5
4/28/10,0.055294,0.06,12,67,16.766667,38.3,3,36,6.9,0,6.9,29,67.625,79,15,45.083333,73,1
4/29/10,0.043294,0.048,10,44,5.458333,11.2,6,10,8.9,0,8.9,37,73.166667,83,16,58.666667,80,5
4/30/10,0.026941,0.034,9,31,12.916667,34.1,22,32,10.4,0,10.4,43,75,80,11,59.041667,74,3
5/1/10,0.038647,0.057,10,58,9.570833,29.4,23,27,5,0,5,21,70.625,76,14,42.333333,64,5
5/2/10,0.029353,0.05,10,46,16.772727,36.7,21,34,5.6,0,5.6,23,71.541667,83,16,39.583333,66,3
5/2/10,0.029353,0.05,10,46,16.772727,36.7,21,34,5.1,0,5.1,21,71.541667,83,16,39.583333,66,3
5/3/10,0.028294,0.047,11,44,20.716667,36.6,5,34,5.7,0,5.7,24,66.75,84,12,54.166667,90,23
5/4/10,0.046824,0.057,11,58,18.436842,31.4,1,29,6.4,0,6.4,27,70.125,85,15,56.791667,94,4
5/5/10,0.050059,0.077,12,122,16.754167,37.3,6,35,8.6,0,8.6,36,78.125,87,13,40.083333,59,5
5/6/10,0.048235,0.054,11,50,15.1125,47.4,2,44,11,0,11,46,78.416667,87,14,51.291667,73,3
5/7/10,0.042059,0.048,12,44,6.073684,10.7,7,9,10.2,0,10.2,43,74.583333,79,14,55.083333,82,5
5/8/10,0.038353,0.043,12,40,3.808333,9.8,21,8,3.4,0,3.4,14,67.5,74,14,27.625,38,4
5/8/10,0.038353,0.043,12,40,3.808333,9.8,21,8,3.4,0,3.4,14,67.5,74,14,27.625,38,4
5/9/10,0.035471,0.042,11,39,5.245455,7.7,21,7,5.8,0,5.8,24,62.833333,68,0,56.458333,78,3
5/10/10,0.022412,0.026,11,24,6.654167,16.3,6,15,12.3,0,12.3,51,75.875,85,15,64.375,80,6
5/11/10,0.033765,0.038,12,35,5.8625,9.4,6,8,15.9,0,15.9,59,80.666667,90,15,60.125,78,5
5/12/10,0.035353,0.039,11,36,5.470833,11.4,19,10,16.5,0,16.5,60,80.416667,86,14,59.791667,78,5
5/13/10,0.021059,0.037,11,34,9.108333,22.3,6,21,13.9,0,13.9,55,78.541667,85,13,61,75,5
5/14/10,0.028,0.036,11,33,9.320833,15.8,1,14,8.7,0,8.7,36,70.333333,80,11,78.583333,88,13
5/14/10,0.028,0.036,11,33,9.320833,15.8,1,14,8.1,0,8.1,34,70.333333,80,11,78.583333,88,13
5/15/10,0.028941,0.045,12,42,10.991667,33,21,31,8.1,0,8.1,34,70.75,77,16,72.583333,89,5
5/16/10,0.044824,0.063,10,77,10.205,25.1,0,24,10.9,0,10.9,45,77.041667,85,16,61.375,90,5
5/17/10,0.024706,0.051,10,47,22.045833,38.9,22,36,10.8,0,10.8,45,75.416667,88,13,69.791667,90,17
5/18/10,0.045059,0.054,12,50,12.454167,31.5,0,29,8,0,8,33,74.916667,83,15,63.125,91,1
5/19/10,0.029765,0.038,10,35,8.654545,20.1,5,19,10.7,0,10.7,45,79.25,86,14,62.666667,89,5
5/20/10,0.021824,0.039,12,36,10.854167,28.2,23,26,6.7,0,6.7,28,77.708333,82,14,69.333333,80,5
5/20/10,0.021824,0.039,12,36,10.854167,28.2,23,26,6.4,0,6.4,27,77.708333,82,14,69.333333,80,5
5/21/10,0.021471,0.031,13,29,15.795455,30.8,0,28,9.4,0,9.4,39,78.25,87,15,70.25,91,3
5/22/10,0.022706,0.027,11,25,5.741667,19.8,0,18,6.8,0,6.8,28,81.416667,88,15,63.916667,81,4
5/23/10,0.025353,0.028,11,26,4.086364,8.1,20,8,6.7,0,6.7,28,83.25,91,15,60.25,80,5
5/24/10,0.042059,0.048,12,44,8.245833,18.7,5,17,12.3,0,12.3,51,81.125,88,13,57.208333,83,5
5/25/10,0.026882,0.043,11,40,10.333333,35.1,23,33,13,0,13,53,81.125,87,14,56.916667,75,6
5/26/10,0.043118,0.058,11,61,16.575,33.3,1,31,13.3,0,13.3,54,83.291667,92,14,48.875,77,4
5/26/10,0.043118,0.058,11,61,16.575,33.3,1,31,13.2,0,13.2,53,83.291667,92,14,48.875,77,4
5/27/10,0.031941,0.062,9,74,16.945833,45.7,20,42,15.4,0,15.4,58,82.916667,91,13,51.75,71,4
5/28/10,0.037824,0.057,10,58,22.516667,42.1,21,40,16.9,0,16.9,61,84,92,13,51.958333,78,5
5/29/10,0.056294,0.071,10,101,9.158333,19.5,2,18,14,0,14,55,85.333333,92,14,46.041667,65,2
5/30/10,0.046118,0.07,10,100,9.463636,24.1,21,23,17.8,0,17.8,63,84.291667,96,14,50.583333,69,4
5/31/10,0.049529,0.064,11,80,9.5,22.7,1,21,17.1,0,17.1,62,84.333333,93,15,52.791667,75,4
6/1/10,0.045706,0.054,10,50,9.116667,21.9,5,20,13.7,0,13.7,54,86.791667,95,13,45.083333,67,5
6/1/10,0.045706,0.054,10,50,9.116667,21.9,5,20,13.9,0,13.9,55,86.791667,95,13,45.083333,67,5
6/2/10,0.035,0.046,10,43,9.908333,18.2,22,17,13.6,0,13.6,54,84.666667,93,13,50.958333,71,5
6/3/10,0.028647,0.048,9,44,13.416667,25.6,5,24,12.7,0,12.7,52,80.458333,86,10,59.666667,74,23
6/4/10,0.042647,0.063,10,77,17.054167,32.3,7,30,11.4,0,11.4,48,83.75,93,15,52,83,5
6/5/10,0.047941,0.063,9,77,10.0125,22.7,5,21,11.4,0,11.4,48,87.541667,97,14,47.666667,70,2
6/6/10,0.033588,0.05,11,46,6.7,18.8,23,17,NA,NA,NA,NA,86.791667,96,14,56,83,5
6/7/10,0.037706,0.046,10,43,14.108333,28.7,9,26,25.2,0,25.2,79,87.541667,94,13,58.166667,75,5
6/8/10,0.028412,0.032,11,30,6.604167,17.3,5,16,11.6,0,11.6,48,83.125,93,14,63.875,85,5
6/9/10,0.022176,0.026,13,24,8.933333,15.9,5,14,NA,NA,NA,NA,76.5,83,10,80.041667,91,12
6/10/10,0.023824,0.032,12,30,7.5125,17.3,5,16,16.5,0,16.5,60,82.208333,91,15,70.75,91,7
6/11/10,0.019588,0.025,11,23,4.1,5.6,5,5,17.6,0,17.6,63,85.208333,93,15,62.708333,75,4
6/12/10,0.020176,0.023,10,21,3.683333,6.9,21,6,10.1,0,10.1,42,86.166667,94,15,61.041667,81,4
6/13/10,0.018412,0.021,10,19,3.585,7.1,20,7,11.9,0,11.9,50,87.125,94,14,59.416667,80,5
6/14/10,0.027412,0.033,23,31,5.379167,10.1,21,9,8.7,0,8.7,36,86.458333,94,15,57.791667,80,5
6/15/10,0.022471,0.031,10,29,8.45,19.6,8,18,7.1,0,7.1,30,84.25,94,14,55,76,2
6/16/10,0.025118,0.03,11,28,7.5875,17.1,5,16,7.7,0,7.7,32,87.833333,95,13,52.875,77,5
6/17/10,0.021529,0.026,11,24,6.429167,14.3,5,13,8.7,0,8.7,36,87.75,95,15,51.958333,74,5
6/18/10,0.022941,0.027,11,25,5.391667,9.3,5,8,9.2,0,9.2,38,87.666667,95,15,54.791667,74,5
6/19/10,0.022294,0.027,10,25,4.175,6.9,21,6,7.8,0,7.8,33,88.333333,96,14,52.125,69,5
6/19/10,0.022294,0.027,10,25,4.175,6.9,21,6,7.8,0,7.8,33,88.333333,96,14,52.125,69,5
6/20/10,0.024529,0.031,12,29,5.431818,11.5,3,10,6.9,0,6.9,29,88.583333,97,14,49.916667,77,5
6/21/10,0.029529,0.035,12,32,7.804167,16.5,5,15,7.7,0,7.7,32,89.333333,97,14,47.333333,67,3
6/22/10,0.037176,0.05,12,46,10.054167,22,5,21,11.9,0,11.9,50,89.75,98,14,48.541667,71,5
6/23/10,0.038647,0.051,10,47,10.916667,27.4,5,25,11.7,0,11.7,49,90.041667,99,15,46.791667,68,5
6/24/10,0.035294,0.041,10,38,8.9375,21,5,20,9.2,0,9.2,38,86.833333,93,15,57.625,72,4
6/25/10,0.019235,0.025,8,23,12.691667,32.7,21,30,7.6,0,7.6,32,82.541667,91,13,66.291667,79,15
6/25/10,0.019235,0.025,8,23,12.691667,32.7,21,30,7.8,0,7.8,33,82.541667,91,13,66.291667,79,15
6/26/10,0.026882,0.03,10,28,5.8625,11,6,10,5.8,0,5.8,24,88.166667,96,14,52.875,74,3
6/27/10,0.027471,0.034,9,31,3.968182,7.8,21,7,5.2,0,5.2,22,88.458333,97,15,49.458333,70,5
6/28/10,0.033059,0.054,9,50,11.995833,21.4,20,20,7.3,0,7.3,30,83.333333,94,14,64.166667,92,19
6/29/10,0.036647,0.042,12,39,9.495833,31.5,6,29,8.4,0,8.4,35,80.375,86,13,73.208333,93,5
6/30/10,0.030471,0.043,9,40,6.775,11.1,6,10,10.5,0,10.5,44,80.083333,90,13,72.208333,90,17
7/1/10,0.029059,0.038,10,35,3.7,4,1,4,12.3,0,12.3,51,81.416667,88,16,69.541667,86,0
7/1/10,0.029059,0.038,10,35,3.7,4,1,4,12.4,0,12.4,52,81.416667,88,16,69.541667,86,0
7/2/10,0.009941,0.015,8,14,NA,NA,NA,NA,6.7,0,6.7,28,78.166667,82,10,82.375,93,19
7/3/10,0.012294,0.018,11,17,NA,NA,NA,NA,10.1,0,10.1,42,78,87,15,84.25,92,1
7/4/10,0.019824,0.025,11,23,NA,NA,NA,NA,10.6,0,10.6,44,83.583333,93,15,67.791667,90,0
7/5/10,0.023941,0.031,13,29,9.24,12.6,23,11,9.3,0,9.3,39,85.75,93,14,59.625,83,4
7/6/10,0.034,0.047,10,44,12.779167,24.5,2,23,12.9,0,12.9,53,85.416667,93,13,61.166667,78,4
7/7/10,0.029471,0.048,11,44,5.628571,9.3,10,8,8.6,0,8.6,36,83.916667,93,15,62.791667,82,4
7/7/10,0.029471,0.048,11,44,5.628571,9.3,10,8,8.7,0,8.7,36,83.916667,93,15,62.791667,82,4
7/8/10,0.008294,0.017,8,16,9.9125,20.4,19,19,15,0,15,57,79.916667,88,12,78.458333,92,16
7/9/10,0.011647,0.02,9,19,9.095833,16.5,18,15,16.7,0,16.7,61,79.166667,88,15,78.625,93,18
7/10/10,0.022059,0.032,11,30,9.504167,19.3,2,18,16.8,0,16.8,61,81.458333,89,13,75.291667,93,2
7/11/10,0.020882,0.026,10,24,4.23,8.5,0,8,17.5,0,17.5,62,87.666667,96,15,57.166667,86,1
7/12/10,0.020176,0.027,11,25,4.75,6.2,1,6,10.3,0,10.3,43,86.833333,92,13,59.416667,80,5
7/13/10,0.021,0.028,11,26,7.483333,9.4,21,8,21.2,0,21.2,70,87.666667,94,15,58.166667,76,5
7/13/10,0.021,0.028,11,26,7.483333,9.4,21,8,21.6,0,21.6,71,87.666667,94,15,58.166667,76,5
7/14/10,0.023176,0.03,11,28,4.883333,8,6,8,14.9,0,14.9,57,88.416667,97,15,56.208333,78,4
7/15/10,0.022059,0.034,12,31,7.420833,18.7,22,17,16.3,0,16.3,60,88.583333,98,15,55.458333,80,5
7/16/10,0.034882,0.054,11,50,11.029167,20.5,5,19,19.2,0,19.2,66,89.708333,98,16,51.25,73,4
7/17/10,0.042294,0.058,11,61,7.616667,15.3,6,14,20,0,20,68,90.833333,99,14,45.375,63,5
7/18/10,0.040059,0.051,10,47,5.577273,12.7,4,11,17.5,0,17.5,62,89.416667,99,16,50.75,73,5
7/19/10,0.031176,0.043,10,40,7.504167,22.8,5,21,9.9,0,9.9,41,86.958333,95,13,57,78,5
7/19/10,0.031176,0.043,10,40,7.504167,22.8,5,21,10.2,0,10.2,43,86.958333,95,13,57,78,5
7/20/10,0.026294,0.03,17,28,5.420833,9.4,22,8,12.7,0,12.7,52,87.208333,96,16,57.125,79,5
7/21/10,0.032118,0.045,11,42,6.791667,13.6,5,12,14,0,14,55,88.208333,95,14,53.5,76,5
7/22/10,0.025176,0.035,11,32,6.329167,14.4,6,13,11.2,0,11.2,47,88,96,16,57.333333,78,5
7/23/10,0.014706,0.02,8,19,10.795833,26.6,20,25,9.9,0,9.9,41,84.458333,92,12,66.5,81,5
7/24/10,0.021412,0.03,11,28,7.4,7.4,0,7,13.6,0,13.6,54,87.125,96,16,55.041667,80,5
7/25/10,0.035529,0.058,10,61,NA,NA,NA,NA,17.1,0,17.1,62,89.458333,99,15,41.708333,66,6
7/25/10,0.035529,0.058,10,61,NA,NA,NA,NA,17.4,0,17.4,62,89.458333,99,15,41.708333,66,6
7/26/10,0.029176,0.038,7,35,12.383333,26.3,16,25,15.4,0,15.4,58,83.708333,93,12,58.833333,83,15
7/27/10,0.024941,0.035,10,32,10.25,18.3,6,17,8.9,0,8.9,37,81.208333,91,14,67.75,83,5
7/28/10,0.015588,0.023,10,21,8.558333,15.8,5,14,6,0,6,25,82.125,91,13,68.333333,87,5
7/29/10,0.020706,0.029,11,27,11.341176,19.5,22,18,12.5,0,12.5,52,85.125,95,15,57.416667,84,1
7/30/10,0.024588,0.032,12,30,8.229167,14.4,5,13,11.9,0,11.9,50,88.833333,98,15,50.333333,78,5
7/31/10,0.036235,0.048,11,44,7.083333,15.4,20,14,9.5,0,9.5,40,91.458333,102,15,39.791667,65,5
7/31/10,0.036235,0.048,11,44,7.083333,15.4,20,14,9.9,0,9.9,41,91.458333,102,15,39.791667,65,5
8/1/10,0.038471,0.055,10,51,6.5,14.7,20,13,6.9,0,6.9,29,92.541667,104,16,36.791667,62,5
8/2/10,0.032059,0.042,11,39,11.6,22.6,23,21,8.8,0,8.8,37,93,104,15,34.75,59,5
8/3/10,0.036353,0.046,10,43,10.583333,25.1,5,24,11.1,0,11.1,46,92.375,102,14,39.375,62,5
8/4/10,0.035176,0.049,10,45,8.130435,15.4,5,14,11.9,0,11.9,50,92.416667,101,16,45.375,68,5
8/5/10,0.046353,0.069,11,97,7.166667,14.1,6,13,8.8,0,8.8,37,93.708333,103,15,41.375,64,5
8/6/10,0.039118,0.066,10,87,11.794737,20.2,23,19,8.6,0,8.6,36,89.166667,103,14,52.333333,80,21
8/7/10,0.033882,0.046,11,43,9.9625,21,1,20,8.1,0,8.1,34,89.416667,100,14,52.291667,77,1
8/8/10,0.027471,0.039,10,36,4.705,10.8,20,9,6.8,0,6.8,28,91.166667,99,16,46.083333,69,5
8/9/10,0.022471,0.031,10,29,7.8875,18.7,22,17,8.2,0,8.2,34,90.541667,99,15,47.083333,66,5
8/10/10,0.029529,0.044,10,41,11.954167,31.8,23,29,8.6,0,8.6,36,91.791667,100,15,44.583333,66,5
8/11/10,0.042235,0.064,11,80,12.975,23.6,7,22,12.4,0,12.4,52,93.125,101,16,45.5,67,5
8/12/10,0.054059,0.074,11,112,13.870833,31.8,5,29,15.6,0,15.6,58,93.833333,102,15,43.833333,68,5
8/12/10,0.054059,0.074,11,112,13.870833,31.8,5,29,15.1,0,15.1,57,93.833333,102,15,43.833333,68,5
8/13/10,0.035118,0.05,10,46,9.445833,18.9,21,17,13.9,0,13.9,55,93.125,101,13,42.75,66,5
8/14/10,0.025353,0.035,11,32,6.354167,11.7,5,10,11.2,0,11.2,47,93.25,102,16,43.833333,65,5
8/15/10,0.035588,0.041,10,38,5.859091,17.3,21,16,10.2,0,10.2,43,93.75,102,14,44.291667,63,5
8/16/10,0.045471,0.061,10,71,7.2,17.1,6,16,11.6,0,11.6,48,92,101,15,46.375,63,6
8/17/10,0.048294,0.073,10,108,14.128571,36,6,34,13.6,0,13.6,54,88.875,99,15,54.333333,73,19
8/18/10,0.050706,0.076,11,119,11.75,23.1,4,22,14.9,0,14.9,57,88.166667,95,16,56.791667,70,5
8/18/10,0.050706,0.076,11,119,11.75,23.1,4,22,15,0,15,57,88.166667,95,16,56.791667,70,5
8/19/10,0.032529,0.05,10,46,15.8625,28,6,26,13.4,0,13.4,54,89,99,14,56.916667,79,4
8/20/10,0.024706,0.031,11,29,6.529167,12.1,5,11,5.9,0,5.9,25,91.291667,100,15,47.166667,73,5
8/21/10,0.026824,0.034,11,31,5.1,11.9,19,10,4.9,0,4.9,20,92.25,102,15,40.666667,61,3
8/22/10,0.032706,0.048,11,44,5.654545,13.9,20,12,7.6,0,7.6,32,94,104,15,41.208333,66,6
8/23/10,0.050824,0.074,11,112,13.141667,23.7,9,22,8.6,0,8.6,36,95.125,104,15,36.166667,54,5
8/24/10,0.045824,0.057,10,58,10.916667,24.3,6,23,14.8,0,14.8,57,87.666667,94,12,54.416667,65,23
8/24/10,0.045824,0.057,10,58,10.916667,24.3,6,23,14.8,0,14.8,57,87.666667,94,12,54.416667,65,23
8/25/10,0.030529,0.036,13,33,13.895833,23.7,20,22,14.1,0,14.1,55,77.666667,81,0,69.125,89,6
8/26/10,0.049059,0.07,11,100,14.25,38.2,6,36,15,0,15,57,83.583333,93,15,40.541667,56,6
8/27/10,0.053294,0.078,11,126,16.795833,33.5,5,31,13.9,0,13.9,55,84.583333,93,16,33.416667,55,3
8/28/10,0.049,0.072,9,105,16.795833,51.7,2,48,22.5,0,22.5,73,85.833333,95,15,35.208333,48,23
8/29/10,0.038529,0.049,10,45,5.081818,7.7,20,7,13.2,0,13.2,53,87.875,96,16,50.416667,73,6
8/30/10,0.017647,0.024,12,22,6.604167,10.3,2,9,11.7,0,11.7,49,87.458333,99,16,56.541667,75,5
8/30/10,0.017647,0.024,12,22,6.604167,10.3,2,9,8.3,0,8.3,35,87.458333,99,16,56.541667,75,5
8/31/10,0.021,0.027,12,25,7.245833,11.7,7,10,7.3,0,7.3,30,87.583333,96,14,58.041667,81,4
9/1/10,0.019118,0.025,9,23,9.370833,14.8,22,13,6.7,0,6.7,28,82.583333,94,14,69.708333,91,19
9/2/10,0.017176,0.021,11,19,16.829167,27.1,8,25,4.8,0,4.8,20,76.666667,81,16,79.666667,93,7
9/3/10,0.034765,0.043,11,40,9.525,21,0,20,4.5,0,4.5,19,77.125,84,14,46.625,79,0
9/4/10,0.046824,0.075,12,115,17.283333,65.2,23,63,9.2,0,9.2,38,77.5,87,15,36.333333,63,5
9/5/10,0.048941,0.062,11,74,12.4,58,0,55,14.2,0,14.2,55,80.458333,91,15,46.708333,70,5
9/5/10,0.048941,0.062,11,74,12.4,58,0,55,14.1,0,14.1,55,80.458333,91,15,46.708333,70,5
9/6/10,0.024235,0.036,9,33,5.470833,14.4,6,13,8.6,0,8.6,36,83.208333,94,16,56.041667,76,6
9/7/10,0.012,0.014,15,13,8.175,12.4,10,11,8.7,0,8.7,36,77.833333,83,12,82.25,92,7
9/8/10,0.008471,0.01,11,9,5.14,7.2,20,7,8.3,0,8.3,35,77.625,82,16,88.833333,93,1
9/9/10,0.013,0.018,11,17,6.118182,12.4,19,11,13.8,0,13.8,55,84.625,92,15,68.625,85,0
9/10/10,0.018176,0.025,11,23,6.820833,11.7,19,10,15.2,0,15.2,58,85.125,92,15,62.75,81,5
9/11/10,0.023941,0.036,11,33,7.325,15,23,14,13.3,0,13.3,54,86.166667,94,16,62.333333,75,6
9/11/10,0.023941,0.036,11,33,7.325,15,23,14,14.2,0,14.2,55,86.166667,94,16,62.333333,75,6
9/12/10,0.032118,0.045,10,42,7.3,23.4,0,22,15.7,0,15.7,59,86.875,94,14,59.333333,79,6
9/13/10,0.028118,0.043,10,40,11.529167,27.1,22,25,15.1,0,15.1,57,85.541667,92,15,62.375,82,6
9/14/10,0.037941,0.048,11,44,12.113636,32.3,5,30,14.5,0,14.5,56,83.916667,93,14,62.708333,77,20
9/15/10,0.035882,0.048,10,44,13.321739,32.6,6,30,14.2,0,14.2,55,83.916667,93,14,55,81,5
9/16/10,0.036824,0.067,11,90,16.470833,52.8,22,49,12.5,0,12.5,52,84.208333,93,16,51.958333,83,6
9/17/10,0.031471,0.059,10,64,29.408333,49.1,9,46,14.5,0,14.5,56,84.541667,93,13,47.125,67,23
9/17/10,0.031471,0.059,10,64,29.408333,49.1,9,46,14.8,0,14.8,57,84.541667,93,13,47.125,67,23
9/18/10,0.033765,0.051,10,47,11.825,27.8,20,25,12.7,0,12.7,52,85.458333,93,16,52.791667,75,4
9/19/10,0.037647,0.058,11,61,12.990909,45.5,21,42,15.4,0,15.4,58,85.083333,92,13,49.875,66,5
9/20/10,0.030588,0.043,10,40,12.025,30.1,6,28,10.7,0,10.7,45,81.916667,90,15,56.916667,74,5
9/21/10,0.025647,0.032,11,30,12.391667,25,5,24,8.4,0,8.4,35,79.041667,87,14,65.208333,81,5
9/22/10,0.027765,0.034,10,31,12.05,23,5,22,10,0,10,42,80.75,89,14,65.625,86,6
9/23/10,0.022706,0.028,11,26,7.354167,12.7,19,11,8.6,0,8.6,36,82.958333,90,15,61.75,81,3
9/23/10,0.022706,0.028,11,26,7.354167,12.7,19,11,8.3,0,8.3,35,82.958333,90,15,61.75,81,3
9/24/10,0.019412,0.022,11,20,8.4375,16.6,5,15,8.5,0,8.5,35,80.916667,86,14,68,81,5
9/25/10,0.010588,0.019,11,18,11.191667,24.4,21,23,6.5,0,6.5,27,74,78,0,85.166667,93,9
9/26/10,0.028824,0.034,12,31,6.568182,18.3,0,17,6.2,0,6.2,26,69.25,74,14,69.75,95,5
9/27/10,0.019882,0.038,10,35,13.466667,38.1,21,36,4.4,0,4.4,18,64.416667,74,16,55.833333,78,5
9/28/10,0.028882,0.051,11,47,23.341667,44.6,21,42,8.7,0,8.7,36,71.208333,84,16,56.291667,91,5
9/29/10,0.024529,0.045,10,42,20.870833,34.5,19,32,7.8,0,7.8,33,73.5,83,15,50.833333,80,4
9/29/10,0.024529,0.045,10,42,20.870833,34.5,19,32,7.7,0,7.7,32,73.5,83,15,50.833333,80,4
9/30/10,0.042824,0.054,11,50,18.6,37.1,0,35,9.2,0,9.2,38,75.041667,86,14,52.291667,80,5
10/1/10,0.027941,0.045,10,42,15.3,37.3,21,35,3.8,0,3.8,16,72.833333,81,14,41,63,6
10/2/10,0.041765,0.053,10,49,11.625,30.1,5,28,7.1,0,7.1,30,71.666667,82,15,42.583333,71,5
10/3/10,0.028824,0.038,10,35,6.085,19,22,18,4,0,4,17,62.958333,69,16,42.166667,61,6
10/4/10,0.032882,0.047,11,44,11.633333,27,21,25,8,0,8,33,63.875,72,16,38.333333,59,5
10/5/10,0.031235,0.054,11,50,23.226087,49.5,22,46,12.5,0,12.5,52,64.875,75,15,38.75,59,2
10/5/10,0.031235,0.054,11,50,23.226087,49.5,22,46,13.2,0,13.2,53,64.875,75,15,38.75,59,2
10/6/10,0.026733,0.065,9,84,39.931579,68.6,19,66,14.6,0,14.6,56,66.454545,80,15,41.454545,64,5
10/7/10,0.024647,0.057,10,58,37.245833,61.9,19,58,14.7,0,14.7,56,71.041667,84,14,41.541667,73,5
10/8/10,0.031824,0.057,10,58,34.95,58.9,20,55,12.2,0,12.2,51,72.125,84,14,37.958333,71,3
10/9/10,0.029059,0.049,9,45,21.179167,42.4,6,40,11.6,0,11.6,48,73.416667,85,15,36.5,54,3
10/10/10,0.030588,0.042,10,39,13.072727,28.6,5,26,7.7,0,7.7,32,73.666667,84,14,46.166667,70,6
10/11/10,0.023824,0.043,11,40,15.116667,25.9,9,24,8.3,0,8.3,35,72.916667,82,14,64.833333,85,23
10/11/10,0.023824,0.043,11,40,15.116667,25.9,9,24,8.7,0,8.7,36,72.916667,82,14,64.833333,85,23
10/12/10,0.024059,0.046,10,43,23.358333,49.6,21,46,7.9,0,7.9,33,71.291667,80,15,55.958333,86,2
10/13/10,0.035706,0.042,12,39,15.835,33.6,5,31,8.3,0,8.3,35,69.5,78,14,53.791667,76,6
10/14/10,0.019647,0.042,10,39,5.35,5.5,0,5,NA,NA,NA,NA,63.708333,73,14,43.375,71,6
10/15/10,0.016647,0.036,10,33,41.1,56.4,19,53,10.3,0,10.3,43,68.75,84,15,42.625,76,1
10/16/10,0.025235,0.056,10,54,31.720833,53.8,19,50,11.4,0,11.4,48,71.125,84,14,37.625,74,6
10/17/10,0.024706,0.051,10,47,25.340909,52.4,0,49,15.4,0,15.4,58,69.375,78,14,54.208333,67,6
10/17/10,0.024706,0.051,10,47,25.340909,52.4,0,49,15.7,0,15.7,59,69.375,78,14,54.208333,67,6
10/18/10,0.025471,0.042,10,39,17.829167,35.5,23,33,11.5,0,11.5,48,74.083333,84,14,59.125,87,6
10/19/10,0.036,0.048,11,44,19.591667,42.7,20,40,11.3,0,11.3,47,75.916667,85,15,53.708333,77,6
10/20/10,0.030235,0.054,11,50,16.270833,47.5,23,44,10.1,0,10.1,42,72.625,80,14,59.25,80,6
10/21/10,0.040765,0.052,10,48,22.716667,45.5,0,42,16.7,0,16.7,61,75.75,85,14,55.708333,75,3
10/22/10,0.030176,0.032,15,30,12.8,25.3,6,24,11,0,11,46,75.291667,82,15,65.916667,82,6
10/23/10,0.022118,0.026,7,24,6.091667,12.6,17,11,6.6,0,6.6,28,68.375,76,0,82.125,92,15
10/23/10,0.022118,0.026,7,24,6.091667,12.6,17,11,6.8,0,6.8,28,68.375,76,0,82.125,92,15
10/24/10,0.019765,0.031,10,29,10.504545,30.8,21,28,8.5,0,8.5,35,73.583333,85,15,61.875,91,6
10/25/10,0.028882,0.033,11,31,7.591667,25,0,24,NA,NA,NA,NA,78.166667,85,13,59.375,77,3
10/26/10,0.018118,0.038,10,35,18.729167,46.4,19,43,4.9,0,4.9,20,69.541667,78,0,37,69,0
10/27/10,0.030824,0.044,13,41,22.341667,41,9,39,7.2,0,7.2,30,69.541667,82,14,40.458333,59,5
10/28/10,0.016647,0.035,10,32,18.333333,38.9,20,36,3.4,0,3.4,14,60.916667,69,15,32.833333,52,23
10/29/10,0.012412,0.028,10,26,28.5375,45,20,42,6.7,0,6.7,28,57.416667,68,15,43.291667,76,5
10/29/10,0.012412,0.028,10,26,28.5375,45,20,42,7.2,0,7.2,30,57.416667,68,15,43.291667,76,5
10/30/10,0.034471,0.045,10,42,21.054167,39.8,0,37,6.2,0,6.2,26,62.583333,78,14,36.875,63,4
10/31/10,0.032824,0.045,10,42,10.285,16.5,7,15,7.1,0,7.1,30,69.125,84,15,42.708333,71,6
11/1/10,0.032647,0.042,12,39,14.4875,30.2,6,28,12,0,12,50,65.916667,72,14,56.041667,80,6
11/2/10,0.020588,0.026,17,24,10.395833,17.6,7,16,13.3,0,13.3,54,54.666667,59,0,78.416667,92,12
11/3/10,0.020235,0.025,11,23,13.141667,38.4,20,36,7.5,0,7.5,31,57.375,68,15,62.458333,92,4
11/4/10,0.020294,0.029,9,27,11.4125,27.4,5,25,2.8,0,2.8,12,56.916667,63,14,37.416667,61,3
11/5/10,0.012647,0.029,10,27,20.333333,36.2,22,34,5.5,0,5.5,23,51.5,60,14,42.625,69,23
11/6/10,0.020647,0.032,11,30,22.083333,37.6,20,35,11.5,0,11.5,48,52.833333,64,15,49.583333,83,6
11/7/10,0.034765,0.051,10,47,15.136364,30.9,19,28,8.4,0,8.4,35,57,69,15,41.583333,63,6
11/8/10,0.026471,0.039,9,36,16.666667,32.4,7,30,8.2,0,8.2,34,61.791667,74,14,60.25,85,6
11/9/10,0.019824,0.034,10,31,14.525,27.8,20,25,7,0,7,29,64.375,75,14,65.5,92,6
11/10/10,0.017176,0.027,9,25,16.495833,36.1,19,34,8.1,0,8.1,34,67.625,77,13,67.75,91,6
11/10/10,0.017176,0.027,9,25,16.495833,36.1,19,34,7.5,0,7.5,31,67.625,77,13,67.75,91,6
11/11/10,0.018647,0.022,11,20,11.483333,18.4,7,17,8.2,0,8.2,34,68.5,76,15,80.125,87,4
