Date.Local,atl.ozone.Mean,atl.ozone.Max.Value,atl.ozone.Max.Hour,atl.ozone.AQI,atl.nitrogen.Mean,atl.nitrogen.Max.Value,atl.nitrogen.Max.Hour,atl.nitrogen.AQI,atl.pm.Max.Value,atl.pm.Max.Hour,atl.pm.Mean,atl.pm.AQI,atl.temp.Mean,atl.temp.Max.Value,atl.temp.Max.Hour,atl.rh.Mean,atl.rh.Max.Value,atl.rh.Max.Hour
8/26/09,0.020529,0.032,10,30,8.041667,23,20,22,12.5,0,12.5,52,76.25,89,15,74.458333,93,5
8/27/09,0.010118,0.021,10,19,12.125,19,1,18,NA,NA,NA,NA,72.583333,82,11,86.75,94,21
8/28/09,0.015,0.028,10,26,7.416667,14,1,13,3.3,0,3.3,14,68.666667,73,14,91.541667,95,7
8/29/09,0.020588,0.041,10,38,8.55,23,21,22,11.6,0,11.6,48,73.458333,85,15,81.208333,95,0
8/29/09,0.020588,0.041,10,38,8.55,23,21,22,10.5,0,10.5,44,73.458333,85,15,81.208333,95,0
8/30/09,0.015235,0.025,9,23,8.416667,15,0,14,12.2,0,12.2,51,69.826087,77,10,91.521739,95,13
8/31/09,0.021294,0.031,10,29,7.458333,19,8,18,7.8,0,7.8,33,70,76,15,89.666667,95,0
9/1/09,0.022235,0.026,20,24,5.291667,10,5,9,12.3,0,12.3,51,68.25,70,15,87.5,93,5
9/2/09,0.033941,0.047,11,44,5.958333,13,22,12,11,0,11,46,69.541667,77,14,75.875,89,23
9/3/09,0.025176,0.051,11,47,11.083333,36,20,34,10,0,10,42,69.166667,78,15,75.875,90,23
9/4/09,0.031882,0.061,10,71,10.5,31,21,29,15,0,15,57,71.166667,82,15,77.041667,95,3
9/5/09,0.020353,0.042,11,39,11.2,25,19,24,17,0,17,61,70.666667,81,14,83.625,95,2
9/6/09,0.025118,0.047,10,44,5.666667,18,22,17,14.8,0,14.8,57,73.291667,84,15,77.083333,95,2
9/7/09,0.028353,0.058,11,61,8.708333,24,20,23,16,0,16,59,71.125,83,16,77.666667,94,1
9/8/09,0.032235,0.069,10,97,13.125,37,20,35,22.4,0,22.4,73,71.916667,85,15,78,95,2
9/9/09,0.032706,0.045,10,42,11.041667,38,18,36,20.5,0,20.5,69,72.041667,83,13,81.166667,95,4
9/10/09,0.032235,0.042,10,39,4.333333,8,19,8,13.3,0,13.3,54,70.708333,78,14,81.583333,91,1
9/11/09,0.014059,0.026,11,24,7.875,23,20,22,17.2,0,17.2,62,68.409091,73,15,85.545455,94,22
9/12/09,0.023471,0.049,9,45,6.15,12,22,11,17.8,0,17.8,63,71.125,80,13,83.541667,95,1
9/13/09,0.020824,0.038,10,35,5.666667,18,20,17,16.7,0,16.7,61,70.583333,78,15,84.958333,95,0
9/14/09,0.023941,0.044,10,41,6.291667,13,8,12,22.3,0,22.3,72,73.458333,81,14,83.916667,94,1
9/15/09,0.015059,0.03,8,28,6,14,19,13,16.1,0,16.1,59,71.833333,79,12,89.5,94,15
9/16/09,0.021824,0.026,10,24,5.428571,15,5,14,NA,NA,NA,NA,72.083333,81,13,90.5,95,0
9/17/09,0.015941,0.018,16,17,5.3,18,12,17,6,0,6,25,69.043478,72,16,93.608696,95,20
9/18/09,0.015,0.023,10,21,4.291667,11,5,10,8.6,0,8.6,36,71.125,77,15,90.875,95,4
9/19/09,0.011588,0.018,22,17,5.4,15,11,14,10.2,0,10.2,43,71.583333,73,14,93.875,95,9
9/20/09,0.018412,0.021,10,19,1.041667,2,19,2,6.7,0,6.7,28,72.541667,79,15,90.333333,95,4
9/21/09,0.011176,0.017,7,16,4.791667,13,16,12,2.9,0,2.9,12,71.125,77,12,93.375,95,2
9/22/09,0.016294,0.034,11,31,7.333333,21,19,20,8.5,0,8.5,35,72.333333,82,14,87.125,95,1
9/23/09,0.012235,0.025,10,23,5.833333,11,22,10,8.4,0,8.4,35,72.333333,81,13,86.958333,95,0
9/24/09,0.010588,0.021,10,19,3.541667,8,0,8,NA,NA,NA,NA,74.5,83,15,84.791667,94,0
9/25/09,0.016412,0.032,10,30,5.916667,22,20,21,8.1,0,8.1,34,75.25,86,14,83.375,95,4
9/26/09,0.004294,0.01,7,9,6.2,13,0,12,6.6,0,6.6,28,70.083333,77,10,92.541667,95,0
9/27/09,0.019118,0.036,10,33,7.25,25,19,24,6.5,0,6.5,27,68.208333,77,12,82.208333,95,0
9/28/09,0.028,0.037,12,34,7.25,13,9,12,NA,NA,NA,NA,68.833333,82,14,75.666667,96,0
9/29/09,0.016529,0.033,10,31,11.208333,20,21,19,NA,NA,NA,NA,59.125,71,14,68.541667,93,6
9/30/09,0.012706,0.028,10,26,15.291667,35,18,33,7.7,0,7.7,32,58.458333,73,15,78.125,97,6
10/1/09,0.022,0.045,11,42,9.5,20,20,19,10.4,0,10.4,43,59.583333,75,15,79.958333,98,6
10/2/09,0.018647,0.037,11,34,7.708333,13,5,12,13.4,0,13.4,54,63.25,74,12,85.541667,96,0
10/3/09,0.020353,0.042,10,39,8.214286,14,8,13,8.4,0,8.4,35,62.125,75,13,72.333333,97,5
10/4/09,0.021824,0.034,20,31,NA,NA,NA,NA,8,0,8,33,59.291667,71,12,84.625,96,6
10/4/09,0.021824,0.034,20,31,NA,NA,NA,NA,7.8,0,7.8,33,59.291667,71,12,84.625,96,6
10/5/09,0.019588,0.028,7,26,NA,NA,NA,NA,2.5,0,2.5,10,57.75,61,15,95.625,97,2
10/6/09,0.006471,0.012,9,11,NA,NA,NA,NA,6.9,0,6.9,29,63.625,69,15,92.458333,96,5
10/7/09,0.013471,0.028,10,26,NA,NA,NA,NA,0.5,0,0.5,2,69.416667,78,13,84.166667,95,0
10/8/09,0.022294,0.041,10,38,NA,NA,NA,NA,8.3,0,8.3,35,66.25,79,14,76.541667,96,0
10/9/09,0.010235,0.014,10,13,NA,NA,NA,NA,8,0,8,33,73,84,15,82,94,23
10/10/09,0.013176,0.025,9,23,NA,NA,NA,NA,7.7,0,7.7,32,67.958333,74,11,85.958333,95,1
10/11/09,0.018353,0.028,10,26,NA,NA,NA,NA,4.6,0,4.6,19,64.541667,75,14,85.5,96,4
10/12/09,0.011824,0.015,10,14,NA,NA,NA,NA,6,0,6,25,60.958333,65,0,94.708333,96,5
10/13/09,0.015706,0.03,10,28,NA,NA,NA,NA,NA,NA,NA,NA,64.166667,73,14,87,95,3
10/14/09,0.010824,0.015,7,14,NA,NA,NA,NA,1.8,0,1.8,8,61.208333,65,13,95.583333,96,3
10/15/09,0.002765,0.005,22,5,NA,NA,NA,NA,2.7,0,2.7,11,55.5,60,23,95.75,97,5
10/16/09,0.007647,0.01,9,9,NA,NA,NA,NA,3.8,0,3.8,16,54.375,60,0,86.208333,96,0
10/16/09,0.007647,0.01,9,9,NA,NA,NA,NA,4.5,0,4.5,19,54.375,60,0,86.208333,96,0
10/17/09,0.013412,0.015,21,14,NA,NA,NA,NA,5.1,0,5.1,21,47.416667,51,14,81,88,11
10/18/09,0.018647,0.03,10,28,NA,NA,NA,NA,6.2,0,6.2,26,45.25,56,13,73.666667,91,23
10/19/09,0.013529,0.029,10,27,12.909091,24,19,23,NA,NA,NA,NA,44.304348,61,15,80.173913,99,3
10/20/09,0.013647,0.028,10,26,14.875,31,19,29,NA,NA,NA,NA,49.166667,68,15,79.625,99,0
10/21/09,0.017353,0.039,10,36,10.5,29,9,27,14.2,0,14.2,55,53.333333,72,14,80.416667,99,6
10/22/09,0.020412,0.034,10,31,7.166667,14,8,13,11.2,0,11.2,47,58.791667,73,14,85.875,98,1
10/23/09,0.018647,0.023,9,21,3.416667,8,19,8,5.4,0,5.4,23,67.666667,72,13,89.708333,94,19
10/24/09,0.010588,0.015,7,14,6.5,16,2,15,5,0,5,21,55.166667,69,0,85.333333,95,2
10/25/09,0.012824,0.023,10,21,7.5,19,18,18,4.7,0,4.7,20,50.458333,64,14,83.458333,98,5
10/26/09,0.020294,0.027,10,25,8,16,19,15,8.5,0,8.5,35,55.416667,65,13,82.25,97,2
10/27/09,0.005529,0.009,10,8,10.041667,16,9,15,6.1,0,6.1,25,55.333333,58,22,93.125,97,9
10/28/09,0.010765,0.023,9,21,12.5,23,18,22,NA,NA,NA,NA,60.291667,70,14,86.958333,97,0
10/29/09,0.028176,0.037,11,34,6.25,15,9,14,13.3,0,13.3,54,62.5,74,14,82.375,97,4
10/30/09,0.014941,0.019,23,18,4.291667,11,5,10,13.3,0,13.3,54,61.416667,65,23,92.5,96,18
10/31/09,0.019769,0.022,7,20,4.65,10,11,9,5.9,0,5.9,25,59.291667,69,5,93.875,97,20
11/1/09,0.012059,0.024,9,22,7.952381,18,20,17,NA,NA,NA,NA,52.47619,64,14,80.857143,95,0
11/2/09,0.006765,0.013,9,12,11.708333,28,17,26,13.2,0,13.2,53,51,64,14,89.083333,98,2
11/3/09,0.015235,0.031,10,29,15.25,32,20,30,13.7,0,13.7,54,53.833333,71,13,77.708333,99,4
11/4/09,0.012529,0.026,9,24,17.541667,40,18,38,14,0,14,55,52.166667,69,14,79.875,98,2
11/5/09,0.013235,0.03,9,28,20.7,36,19,34,11.2,0,11.2,47,51.458333,66,13,70.166667,98,1
11/6/09,0.018882,0.04,10,37,15.125,34,19,32,12.1,0,12.1,51,47.458333,65,15,75.458333,99,5
11/7/09,0.020588,0.044,10,41,13.9,34,19,32,15.2,0,15.2,58,50.208333,70,15,79.5,99,2
11/8/09,0.019882,0.043,10,40,12.583333,33,19,31,16.7,0,16.7,61,53.25,74,14,77.541667,99,5
11/9/09,0.020353,0.024,20,22,10.631579,19,9,18,12.7,0,12.7,52,56.375,64,13,86.5,97,0
11/9/09,0.020353,0.024,20,22,10.631579,19,9,18,14.8,0,14.8,57,56.375,64,13,86.5,97,0
11/10/09,0.028412,0.032,23,30,6,9,16,8,5.5,0,5.5,23,57.708333,61,0,94.791667,97,7
11/11/09,0.014353,0.029,7,27,7.958333,20,21,19,1.7,0,1.7,7,56.478261,60,11,92.130435,97,0
11/12/09,0.014765,0.022,10,20,13.666667,21,18,20,5.9,0,5.9,25,54,65,13,81.333333,98,5
11/13/09,0.009471,0.02,9,19,19,39,17,37,7.1,0,7.1,30,54.5,72,14,78.875,98,4
11/14/09,0.013412,0.029,10,27,14.631579,30,19,28,14.4,0,14.4,56,55.166667,73,13,80.625,98,3
11/15/09,0.018412,0.042,10,39,15.666667,51,18,48,17.6,0,17.6,63,53.541667,73,14,78.083333,99,4
11/16/09,0.020824,0.046,11,43,16.25,37,19,35,26.5,0,26.5,81,51.25,69,14,79.291667,99,4
11/17/09,0.020941,0.028,9,26,8.125,21,7,20,22.3,0,22.3,72,54.5,60,10,91.708333,98,1
11/18/09,0.005,0.009,14,8,11.791667,19,22,18,16.7,0,16.7,61,53.416667,60,0,93.708333,97,4
11/19/09,0.008706,0.019,9,18,20.916667,35,19,33,11.1,0,11.1,46,47.291667,61,14,80.708333,99,4
11/20/09,0.012176,0.027,10,25,21.958333,41,18,39,11.5,0,11.5,48,49.166667,67,14,78.5,99,4
11/21/09,0.027,0.035,10,32,12.7,27,18,25,15.7,0,15.7,59,50.291667,63,14,80.791667,99,5
11/22/09,0.022765,0.025,9,23,3.708333,5,8,5,9,0,9,38,47.75,53,0,92.166667,98,11
11/23/09,0.010059,0.016,9,15,8.416667,16,20,15,5,0,5,21,49.5,53,14,94.291667,98,0
11/24/09,0.012,0.024,11,22,8.833333,17,20,16,8.9,0,8.9,37,51.875,57,13,89.625,98,23
11/25/09,0.012118,0.024,10,22,12.291667,28,18,26,13.7,0,13.7,54,49.833333,62,14,85.958333,98,0
11/26/09,0.026529,0.033,10,31,9.291667,20,7,19,7.5,0,7.5,31,44.347826,58,12,71.652174,99,0
11/27/09,0.021824,0.031,10,29,7.375,15,21,14,4.5,0,4.5,19,43.541667,56,14,62.666667,89,6
11/28/09,0.013059,0.029,10,27,19,29,18,27,8.4,0,8.4,35,46.958333,62,13,66.416667,90,7
11/29/09,0.017941,0.037,11,34,14.208333,29,21,27,12.2,0,12.2,51,51.625,65,13,68.875,96,5
11/30/09,0.008882,0.015,7,14,15.583333,28,5,26,8.6,0,8.6,36,50.125,59,10,89.875,96,16
12/1/09,0.021,0.025,10,23,9.375,16,9,15,6.3,0,6.3,26,43.083333,53,13,76.5,100,5
12/2/09,0.010882,0.016,19,15,11,23,22,22,3.5,0,3.5,15,49.166667,60,19,96.041667,98,1
12/3/09,0.012529,0.019,8,18,9.208333,15,0,14,5.3,0,5.3,22,46.083333,50,0,79.375,87,0
12/3/09,0.012529,0.019,8,18,9.208333,15,0,14,5.4,0,5.4,23,46.083333,50,0,79.375,87,0
12/4/09,0.005353,0.011,9,10,12.75,20,18,19,9.7,0,9.7,40,42.25,49,12,85,94,19
12/5/09,0.013882,0.022,10,20,11.2,19,22,18,11.2,0,11.2,47,38.625,43,0,80.375,93,0
12/6/09,0.010471,0.021,10,19,13.875,24,0,23,13,0,13,53,35.041667,45,14,84.833333,97,2
12/7/09,0.005118,0.011,7,10,17.166667,25,18,24,16.2,0,16.2,60,40.166667,49,14,84.75,98,22
12/8/09,0.008588,0.011,22,10,11.541667,19,6,18,13,0,13,53,43.25,45,6,96.708333,99,18
12/9/09,0.029882,0.037,11,34,7.458333,15,6,14,4.5,0,4.5,19,58.458333,68,13,62.291667,99,0
12/10/09,0.021412,0.026,9,24,9.041667,20,20,19,6.6,0,6.6,28,38.956522,45,13,45.173913,61,4
12/11/09,0.017529,0.021,23,19,14.333333,25,8,24,5.7,0,5.7,24,34.166667,41,14,44.208333,59,22
12/12/09,0.016941,0.022,7,20,7.65,12,18,11,7,0,7,29,35.291667,39,12,65.625,99,19
12/13/09,0.003,0.008,7,7,9.416667,17,16,16,11.7,0,11.7,49,40.708333,47,21,99.125,100,0
12/14/09,0.002,0.002,7,2,10.791667,14,10,13,11.3,0,11.3,47,52.083333,56,14,97.458333,98,0
12/15/09,0.006471,0.008,11,7,13,22,6,21,7.7,0,7.7,32,56.25,62,8,90.666667,97,0
12/16/09,0.006,0.013,9,12,15,21,17,20,7.7,0,7.7,32,42,52,12,74.958333,96,23
12/17/09,0.020059,0.024,20,22,12.875,23,9,22,17.8,0,17.8,63,39.541667,50,14,71.625,99,3
12/18/09,0.014118,0.02,8,19,12,26,23,25,5.2,0,5.2,22,37.916667,43,0,87.333333,100,11
12/19/09,0.017824,0.026,9,24,8.25,27,0,25,8.2,0,8.2,34,41.75,46,12,88.75,99,0
12/20/09,0.008471,0.017,10,16,10.791667,25,19,24,11.4,0,11.4,48,36.708333,43,14,76.791667,96,23
12/21/09,0.009529,0.02,10,19,19.583333,36,19,34,20.5,0,20.5,69,37.166667,53,15,82.583333,97,0
12/22/09,0.008412,0.017,10,16,25.833333,39,20,37,21.5,0,21.5,71,40.875,58,14,82.541667,99,1
12/23/09,0.023059,0.03,10,28,13.166667,28,20,26,20.9,0,20.9,70,43.166667,55,14,82.875,98,6
12/24/09,0.024941,0.027,11,25,6.166667,10,8,9,12.9,0,12.9,53,44.25,51,13,81.875,96,19
12/25/09,0.017294,0.022,9,20,4.208333,9,10,8,4.3,0,4.3,18,46,53,13,87.625,98,5
12/26/09,0.014294,0.03,10,28,15.6,33,19,31,6.4,0,6.4,27,36.666667,47,15,72.125,93,8
12/27/09,0.027235,0.037,11,34,13.625,24,9,23,8.4,0,8.4,35,40.5,54,13,72.916667,98,3
12/27/09,0.027235,0.037,11,34,13.625,24,9,23,8.5,0,8.5,35,40.5,54,13,72.916667,98,3
12/28/09,0.021647,0.024,9,22,8.416667,19,0,18,4.6,0,4.6,19,37.083333,43,14,60.75,82,0
12/29/09,0.010882,0.023,9,21,17.083333,40,20,38,9.8,0,9.8,41,35.333333,47,14,65.541667,90,23
12/30/09,0.018353,0.028,10,26,15.291667,30,0,28,12.1,0,12.1,51,38,47,13,72.208333,100,22
12/31/09,0.002417,0.004,7,4,14.791667,21,17,20,15.2,0,15.2,58,40,45,20,99.041667,100,0
1/1/10,0.027353,0.03,11,28,6.25,18,0,17,7.5,0,7.5,31,41.041667,48,14,73.541667,99,0
1/2/10,0.028176,0.031,8,29,6.2,9,20,8,6.3,0,6.3,26,28.625,34,13,58.75,72,7
1/3/10,0.026941,0.03,12,28,7.666667,11,8,10,8,0,8,33,25.916667,35,14,51.333333,73,4
1/4/10,0.019294,0.021,13,19,11.708333,20,7,19,8.5,0,8.5,35,25.25,32,12,60.791667,75,7
1/5/10,0.021882,0.026,12,24,11.708333,20,7,19,9.1,0,9.1,38,26.125,35,15,56.916667,78,6
1/6/10,0.013941,0.025,10,23,17,35,22,33,10.2,0,10.2,43,28.416667,39,15,52.5,65,23
1/7/10,0.015706,0.02,23,19,27.958333,42,7,40,11.7,0,11.7,49,31.791667,40,12,64,98,22
1/8/10,0.022176,0.026,7,24,7.25,13,18,12,11.8,0,11.8,49,22.875,31,0,69.333333,91,0
1/8/10,0.022176,0.026,7,24,7.25,13,18,12,12.1,0,12.1,51,22.875,31,0,69.333333,91,0
1/9/10,0.021765,0.024,10,22,8.65,14,8,13,11.8,0,11.8,49,23.25,33,14,66.708333,84,7
1/10/10,0.018882,0.025,9,23,10.416667,30,22,28,10.1,0,10.1,42,25.75,35,15,65.25,83,7
1/11/10,0.016706,0.033,10,31,24.952381,53,20,50,13.5,0,13.5,54,30.5,45,15,53.375,83,6
1/12/10,0.014765,0.021,9,19,21.791667,46,6,43,11.2,0,11.2,47,32.166667,38,15,65.083333,74,7
1/13/10,0.010294,0.02,10,19,29.083333,50,19,47,21.7,0,21.7,71,31.958333,48,15,69.333333,93,7
1/14/10,0.009588,0.018,11,17,45.958333,75,7,73,NA,NA,NA,NA,35.25,54,14,68.708333,96,5
1/15/10,0.012,0.024,10,22,44.875,61,7,58,NA,NA,NA,NA,38.875,60,14,63.708333,96,6
1/16/10,0.021647,0.023,14,21,26,49,1,46,20,0,20,68,43.5,49,23,84.208333,98,12
1/17/10,0.016588,0.024,9,22,5.75,11,8,10,2.2,0,2.2,9,50.25,57,12,92.083333,98,0
1/18/10,0.012,0.026,10,24,18.666667,44,21,42,8.2,0,8.2,34,48.958333,62,15,75.458333,98,6
1/19/10,0.016706,0.034,11,31,20.708333,38,20,36,12.2,0,12.2,51,47.583333,65,15,78.333333,99,4
1/20/10,0.017471,0.027,11,25,22,34,9,32,12,0,12,50,52.083333,67,14,78.666667,98,6
1/20/10,0.017471,0.027,11,25,22,34,9,32,12.2,0,12.2,51,52.083333,67,14,78.666667,98,6
1/21/10,0.010176,0.026,7,24,7.041667,21,0,20,3.1,0,3.1,13,51.041667,61,12,93.625,99,22
1/22/10,0.003235,0.008,23,7,13.75,24,17,23,11.5,0,11.5,48,41.916667,50,16,95.541667,99,0
1/23/10,0.018765,0.02,10,19,4.3,19,1,18,7.6,0,7.6,32,42.5,44,12,95.958333,99,0
1/24/10,0.023235,0.027,16,25,3.875,10,22,9,6,0,6,25,50.416667,63,16,97.208333,98,0
1/25/10,0.026176,0.029,10,27,8.125,14,20,13,3.5,0,3.5,15,48.833333,54,15,64.208333,97,0
1/26/10,0.022471,0.033,10,31,12.666667,31,6,29,4,0,4,17,40.458333,49,13,59.25,79,6
1/27/10,0.011176,0.022,10,20,20.916667,39,19,37,NA,NA,NA,NA,37.875,52,15,60.833333,84,23
1/28/10,0.015765,0.033,11,31,27.208333,44,20,42,NA,NA,NA,NA,43.791667,62,14,68.375,96,7
1/29/10,0.021353,0.025,17,23,18.5,35,0,33,8.8,0,8.8,37,41.875,49,12,70.833333,97,21
1/30/10,0.012,0.019,7,18,8.85,23,20,22,6.8,0,6.8,28,34.583333,37,0,96.291667,99,19
1/31/10,0.014118,0.023,10,21,9.125,26,23,25,13.2,0,13.2,53,33.458333,45,15,80.416667,98,23
2/1/10,0.028765,0.034,11,31,12.625,24,2,23,13.5,0,13.5,54,39.291667,53,15,72.5,98,0
2/1/10,0.028765,0.034,11,31,12.625,24,2,23,13.5,0,13.5,54,39.291667,53,15,72.5,98,0
2/2/10,0.015,0.021,23,19,15.875,24,6,23,10.5,0,10.5,44,42.5,47,15,89.208333,99,5
2/3/10,0.013647,0.028,9,26,16.875,36,19,34,12.2,0,12.2,51,44.708333,56,15,67.75,93,0
2/4/10,0.018882,0.022,18,20,14.958333,33,6,31,17.2,0,17.2,62,38.791667,42,8,91.791667,98,11
2/5/10,0.008235,0.014,7,13,13.25,26,22,25,4,0,4,17,38.041667,41,23,99,99,0
2/6/10,0.017176,0.02,20,19,8.4,22,0,21,6.4,0,6.4,27,39.666667,45,2,85.125,99,0
2/7/10,0.012941,0.023,9,21,10.916667,25,23,24,11.6,0,11.6,48,36.583333,47,15,78.958333,96,6
2/8/10,0.019588,0.032,11,30,16.958333,33,21,31,14.3,0,14.3,56,38.333333,52,16,78.541667,97,4
2/9/10,0.022647,0.034,22,31,11.75,28,7,26,9.3,0,9.3,39,40.375,46,14,89.083333,98,10
2/10/10,0.029588,0.032,8,30,6.625,11,8,10,7.3,0,7.3,30,30.375,38,14,62.625,72,7
2/11/10,0.020353,0.026,9,24,14.291667,33,21,31,6,0,6,25,34.75,44,14,61.916667,75,5
2/12/10,0.011882,0.022,23,20,19.583333,28,8,26,8.9,0,8.9,37,34.208333,38,10,79.875,100,17
2/13/10,0.017294,0.031,8,29,12.55,31,22,29,12.3,0,12.3,51,30.25,37,16,87,96,0
2/14/10,0.030235,0.035,12,32,16.083333,33,0,31,12.9,0,12.9,53,38.583333,53,16,71.833333,98,2
2/15/10,0.032824,0.035,12,32,5.166667,9,0,8,5.9,0,5.9,25,38.416667,45,0,69.625,98,6
2/16/10,0.030882,0.034,8,31,4.958333,10,23,9,5.4,0,5.4,23,29.583333,36,13,62.666667,71,2
2/17/10,0.026882,0.035,11,32,6.166667,17,23,16,5.7,0,5.7,24,34.541667,45,15,58.375,73,5
2/18/10,0.021824,0.033,10,31,15.666667,32,4,30,5.7,0,5.7,24,39.25,52,15,57.666667,83,4
2/19/10,0.014706,0.03,10,28,28.458333,45,20,42,8,0,8,33,41.833333,57,15,57.208333,89,7
2/20/10,0.016941,0.035,10,32,29.75,46,19,43,11.2,0,11.2,47,43.166667,62,14,59.875,94,6
2/21/10,0.040235,0.056,11,54,18.333333,39,22,37,16,0,16,59,48.083333,67,15,57.125,96,7
2/22/10,0.011059,0.023,9,21,13.166667,29,19,27,14.4,0,14.4,56,51.083333,58,16,87.333333,98,5
2/23/10,0.022765,0.025,19,23,8.833333,20,3,19,9.8,0,9.8,41,45.291667,51,14,80.958333,98,0
2/24/10,0.032765,0.036,13,33,6.5,13,8,12,12.7,0,12.7,52,38.958333,48,15,64.666667,79,1
2/25/10,0.025647,0.038,11,35,10.5,40,22,38,8.6,0,8.6,36,32.333333,43,15,51.583333,68,6
2/25/10,0.025647,0.038,11,35,10.5,40,22,38,8.3,0,8.3,35,32.333333,43,15,51.583333,68,6
2/26/10,0.031118,0.04,11,37,9.875,23,7,22,8.7,0,8.7,36,36.625,49,15,48.5,72,4
2/27/10,0.038176,0.043,12,40,11.65,25,2,24,6.8,0,6.8,28,39.625,51,15,44.708333,69,4
2/28/10,0.029294,0.039,9,36,5.375,10,19,9,7.3,0,7.3,30,41.875,53,14,55.541667,77,23
3/1/10,0.021471,0.032,10,30,13.833333,32,21,30,8.8,0,8.8,37,42.75,57,15,65.041667,93,7
3/2/10,0.018294,0.023,23,21,9.25,25,0,24,8.7,0,8.7,36,37.833333,46,0,93.083333,100,10
3/3/10,0.028412,0.031,9,29,6.166667,12,7,11,8.7,0,8.7,36,37.5,45,12,70.5,90,0
3/4/10,0.021412,0.036,10,33,11.458333,35,23,33,8.6,0,8.6,36,39.125,51,14,61.416667,81,6
3/5/10,0.024294,0.04,10,37,20.625,39,1,37,7.5,0,7.5,31,40.625,54,14,52.333333,92,6
3/6/10,0.020294,0.041,11,38,30.5,45,21,42,8.6,0,8.6,36,40.916667,58,15,51.458333,87,6
3/7/10,0.021235,0.044,11,41,23.875,49,20,46,11.5,0,11.5,48,42.875,61,15,55.416667,92,6
3/8/10,0.026059,0.053,10,49,29,58,21,55,16.5,0,16.5,60,50.875,72,15,56.875,91,6
3/9/10,0.049059,0.061,12,71,21.666667,51,9,48,21,0,21,70,53.227273,68,14,59.545455,96,6
3/9/10,0.049059,0.061,12,71,21.666667,51,9,48,20.4,0,20.4,68,53.227273,68,14,59.545455,96,6
3/10/10,0.031118,0.036,19,33,6.875,16,6,15,10.3,0,10.3,43,50.458333,57,0,92.166667,98,6
3/11/10,0.016882,0.03,7,28,5.958333,15,19,14,8.1,0,8.1,34,54.958333,60,14,94.916667,97,0
3/12/10,0.014357,0.026,10,24,8.791667,35,22,33,6,0,6,25,55.5,58,9,95.958333,98,21
3/13/10,0.025647,0.031,10,29,13.625,33,2,31,5.7,0,5.7,24,47.041667,53,12,84,99,2
3/14/10,0.019706,0.025,10,23,7.15,13,21,12,NA,NA,NA,NA,47.291667,52,12,81.583333,98,22
3/15/10,0.027118,0.03,9,28,7.083333,11,7,10,5.5,0,5.5,23,48.541667,57,13,75.75,98,0
3/16/10,0.022471,0.031,10,29,10.041667,22,7,21,8,0,8,33,49.75,60,15,70.25,89,6
3/17/10,0.014647,0.027,8,25,15.3,28,20,26,10.7,0,10.7,45,47.458333,52,10,88.833333,98,20
3/18/10,0.017588,0.035,11,32,24.7,47,23,44,11.5,0,11.5,48,52.125,63,14,75.708333,98,0
3/19/10,0.029765,0.056,11,54,27.958333,58,21,55,16.1,0,16.1,59,55.541667,71,14,60.166667,95,6
3/20/10,0.039118,0.06,11,67,19.75,43,23,41,19.6,0,19.6,67,56.416667,71,13,62.166667,97,4
3/21/10,0.029706,0.038,8,35,10,40,0,38,13.1,0,13.1,53,51.666667,58,17,88.916667,97,20
3/21/10,0.029706,0.038,8,35,10,40,0,38,12.9,0,12.9,53,51.666667,58,17,88.916667,97,20
3/22/10,0.013235,0.021,9,19,9.142857,19,18,18,4.1,0,4.1,17,40.375,45,12,83.25,97,22
3/23/10,0.023647,0.043,12,40,15.708333,50,21,47,8.7,0,8.7,36,49.083333,65,15,77.458333,100,3
3/24/10,0.028529,0.054,11,50,23.791667,51,21,48,17,0,17,61,55.958333,73,14,65.458333,98,4
3/25/10,0.028471,0.038,16,35,19.75,39,0,37,19,0,19,66,53.291667,60,12,84.208333,96,5
3/26/10,0.020765,0.028,10,26,12.875,25,6,24,5.9,0,5.9,25,50.25,56,0,78.5,95,0
3/27/10,0.042706,0.048,12,44,5.291667,23,0,22,8.3,0,8.3,35,52.958333,64,15,68.708333,96,1
3/28/10,0.033882,0.042,10,39,3.75,11,18,10,8.5,0,8.5,35,58.166667,72,15,77.958333,96,7
3/29/10,0.027824,0.034,15,31,9.791667,17,6,16,6.5,0,6.5,27,51.458333,58,14,73.25,93,6
3/30/10,0.024353,0.044,12,41,18.75,55,22,52,8.6,0,8.6,36,54.041667,69,14,63.416667,93,6
3/31/10,0.028235,0.054,11,50,31.619048,56,20,53,NA,NA,NA,NA,58.791667,77,15,56.75,93,6
4/1/10,0.035176,0.068,12,93,28.25,77,20,76,NA,NA,NA,NA,62.583333,83,16,60.291667,97,6
4/2/10,0.040824,0.068,11,93,25.291667,58,22,55,25,0,25,78,65.583333,84,15,58.333333,97,6
4/2/10,0.040824,0.068,11,93,25.291667,58,22,55,25.2,0,25.2,79,65.583333,84,15,58.333333,97,6
4/3/10,0.031,0.056,9,54,23.375,52,0,49,16.5,0,16.5,60,64.833333,76,12,58.333333,90,6
4/4/10,0.031353,0.054,11,50,16.583333,41,22,39,16,0,16,59,68.291667,83,15,65.791667,93,6
4/5/10,0.026235,0.049,11,45,17.541667,44,21,42,17,0,17,61,69.291667,86,14,65.791667,96,5
4/6/10,0.043588,0.058,11,61,14.916667,37,0,35,17.2,0,17.2,62,70.041667,86,14,59.416667,97,6
